ND, WAKE, probability
47,59,1.7869313728070813e-05
23,29,1.7779282091240236e-05
69,24,1.7761257710896407e-05
25,49,1.7755603970324137e-05
30,78,1.7731157831774577e-05
54,38,1.7675771566036443e-05
54,16,1.7663682525443125e-05
70,20,1.76561309508277e-05
59,33,1.761406125783176e-05
46,41,1.754148016850548e-05
20,29,1.7540024576575748e-05
22,23,1.7529893040186025e-05
32,40,1.7494893353297762e-05
39,29,1.7426586057011343e-05
73,24,1.74049527257918e-05
63,35,1.739848681405484e-05
29,29,1.736125953614852e-05
81,7,1.7328543083403502e-05
34,64,1.7301214779597532e-05
50,45,1.7276749476998125e-05
37,65,1.727432953747256e-05
56,18,1.72655003490262e-05
27,72,1.7197615769081712e-05
81,10,1.7194913870921674e-05
33,36,1.7096718559364595e-05
35,72,1.7080055238222232e-05
36,44,1.7074608380933704e-05
69,20,1.7052675130967802e-05
38,61,1.7051658426966883e-05
47,48,1.702569053781628e-05
43,66,1.7024770074398144e-05
18,3,1.6996099741416835e-05
26,44,1.694461492623688e-05
43,37,1.6856189358218605e-05
23,32,1.67895953619405e-05
38,71,1.672042408197126e-05
66,45,1.671209404674082e-05
73,20,1.6710584877144977e-05
16,3,1.6677172017421157e-05
56,33,1.6640126769077366e-05
36,77,1.6631804948382015e-05
48,43,1.6602006593523834e-05
51,49,1.6589783239058114e-05
37,54,1.658640204210203e-05
22,35,1.657230200298305e-05
62,45,1.6566365378309944e-05
20,32,1.6563656157089285e-05
54,34,1.655739632812923e-05
26,77,1.6505182671908716e-05
39,32,1.6456532211804547e-05
42,46,1.645271381166899e-05
37,76,1.6449238426920596e-05
40,40,1.6448493855917304e-05
58,27,1.6431032594960004e-05
52,8,1.6428268731896744e-05
29,32,1.639484210271794e-05
21,40,1.6367143357583923e-05
17,30,1.6297408341782557e-05
25,19,1.6287934669649794e-05
30,50,1.6275761461917984e-05
41,60,1.623440867503624e-05
17,52,1.6222212491750817e-05
43,56,1.6182794597763952e-05
50,23,1.6095935645070916e-05
42,53,1.60728394861998e-05
63,41,1.5976463875273043e-05
47,12,1.5969174742311687e-05
45,60,1.5964702471590803e-05
36,25,1.5945905568633254e-05
36,62,1.594392972699743e-05
37,58,1.5892544142230114e-05
36,70,1.5851566963598653e-05
55,44,1.584172102215422e-05
26,25,1.582450522334331e-05
26,62,1.5822544424306085e-05
26,70,1.5730884842756737e-05
36,15,1.570984307131453e-05
44,39,1.5686745720875226e-05
26,15,1.5590239931492857e-05
48,47,1.5574110955399518e-05
66,23,1.5569872714126534e-05
59,44,1.5545739943979174e-05
57,17,1.543448959328291e-05
62,23,1.5434104161608705e-05
55,77,1.5430890607210758e-05
77,3,1.540590398701549e-05
43,55,1.5393878598125165e-05
49,8,1.5377513579959517e-05
19,21,1.5284409723030333e-05
23,69,1.5270800410586573e-05
36,29,1.5227792181023899e-05
51,19,1.5218480094118524e-05
22,41,1.5217805267231054e-05
50,35,1.5216676218114808e-05
59,77,1.5142585338311231e-05
37,78,1.5134852631249136e-05
26,29,1.5111859020575722e-05
41,72,1.508901045769731e-05
14,7,1.5085940154271668e-05
20,69,1.5065299775947644e-05
44,51,1.4996827573196908e-05
31,68,1.4988439566617615e-05
14,10,1.4969604794013132e-05
39,69,1.4967866314784782e-05
58,31,1.4929240183374122e-05
29,69,1.4911756722929793e-05
45,72,1.483833303508494e-05
34,61,1.4807739831431031e-05
55,25,1.479451720520748e-05
55,62,1.47926840309829e-05
46,30,1.477240358667895e-05
25,66,1.474396162401861e-05
66,35,1.4719350093865267e-05
55,70,1.470699040346565e-05
46,52,1.4704244071901111e-05
56,44,1.4686169169072501e-05
25,37,1.4597965666420424e-05
62,35,1.4590998058306613e-05
55,15,1.4575499811491316e-05
54,9,1.4530038737641277e-05
34,71,1.452009437894104e-05
59,25,1.4518101710492427e-05
59,62,1.451630278664271e-05
53,28,1.4489456341834893e-05
24,60,1.4484190273179754e-05
59,70,1.4432210228367231e-05
47,49,1.438784541072494e-05
36,32,1.4380134566911409e-05
31,57,1.4376150237447124e-05
56,77,1.430530619558482e-05
48,65,1.4304527978835964e-05
61,3,1.4304396271105757e-05
59,15,1.430317635982137e-05
28,60,1.42797433431707e-05
26,32,1.4270654845347465e-05
43,73,1.4187169721900613e-05
33,8,1.4177439861378935e-05
53,38,1.4157474805430003e-05
30,46,1.4153901676976554e-05
53,16,1.4147792043521571e-05
55,29,1.4128255836572832e-05
43,26,1.402966480436448e-05
25,56,1.4014785602162811e-05
17,42,1.398531139604718e-05
50,41,1.3972978253720876e-05
37,50,1.3892564350539045e-05
59,29,1.3864288532174923e-05
38,68,1.3855884787185384e-05
30,53,1.3827104291825098e-05
51,66,1.3775883255577855e-05
17,59,1.3759139780060534e-05
48,54,1.3734868931658954e-05
56,25,1.371535214807645e-05
56,62,1.3713652692143543e-05
44,36,1.365061697785593e-05
51,37,1.3639473292031661e-05
56,70,1.3634209864645834e-05
18,17,1.3633994090667891e-05
52,43,1.3632145950666501e-05
48,76,1.3621286475866103e-05
32,39,1.3539281982049783e-05
66,41,1.3516299868800424e-05
56,15,1.3512310667255856e-05
24,72,1.3462276506526291e-05
63,30,1.3454438849309382e-05
62,41,1.33984383742155e-05
63,52,1.3392360392124257e-05
16,17,1.3378155470604301e-05
55,32,1.33418040980914e-05
25,55,1.3331560679158393e-05
23,40,1.3313605323965302e-05
38,57,1.3289861195222912e-05
28,72,1.3272254071665797e-05
53,34,1.3261708009930588e-05
47,19,1.319855334003771e-05
54,45,1.3183282323520548e-05
48,58,1.3160299034718899e-05
57,6,1.3137979460109899e-05
20,40,1.3134442852461167e-05
70,21,1.312607334839297e-05
17,48,1.310956086656379e-05
56,29,1.3097690269237504e-05
51,56,1.3094584429250993e-05
59,32,1.309253057811015e-05
36,69,1.3079300609380529e-05
43,22,1.3074002946294925e-05
39,40,1.3049497033486873e-05
29,40,1.3000578775061583e-05
26,69,1.2979724476604905e-05
32,51,1.294381135275797e-05
43,63,1.2861510935624714e-05
22,30,1.2815541160240582e-05
52,47,1.2788126085837018e-05
49,43,1.2760231336693101e-05
22,52,1.275641056162323e-05
40,39,1.2729474367061456e-05
27,64,1.272458136663065e-05
69,21,1.2677447011396735e-05
46,42,1.2676657533218102e-05
21,39,1.2666517290726474e-05
35,64,1.2637597882378427e-05
48,78,1.2532869796748039e-05
57,14,1.2485064715913817e-05
46,59,1.2471649576054732e-05
57,13,1.2458903021061051e-05
51,55,1.2456219584264055e-05
43,11,1.24427243119689e-05
73,21,1.2423127320635817e-05
43,81,1.23904090205669e-05
56,32,1.2368605136473383e-05
77,17,1.235836498467479e-05
19,27,1.2332390993387357e-05
17,12,1.2296057408546044e-05
25,73,1.2286514591330604e-05
54,23,1.2282244652137974e-05
40,51,1.2169619854690889e-05
25,26,1.2150110607629281e-05
55,69,1.2134898019099848e-05
21,51,1.2109431691058462e-05
37,46,1.2081400327639562e-05
34,68,1.2032515074219695e-05
49,47,1.197019514085395e-05
47,66,1.1947430284128387e-05
59,69,1.1908173902811314e-05
46,48,1.188285400375696e-05
47,37,1.1829125816872628e-05
37,53,1.1802454625871488e-05
32,36,1.178189254678859e-05
50,30,1.1767221014932151e-05
33,43,1.176441246190892e-05
52,65,1.1745653277776142e-05
43,18,1.1745030638774414e-05
50,52,1.1712927340246426e-05
53,9,1.1637888427192757e-05
54,35,1.1611312583775695e-05
18,6,1.1605381132940664e-05
63,42,1.1545671128841925e-05
34,57,1.1540977542892117e-05
48,50,1.1504155632725119e-05
51,73,1.147979050300807e-05
61,17,1.1474753455087095e-05
65,24,1.1430445274999797e-05
36,40,1.1402980953511302e-05
16,6,1.1387608947136664e-05
66,30,1.1382633320703815e-05
63,59,1.1358953577626111e-05
47,56,1.135655926125565e-05
51,26,1.1352342710957116e-05
66,52,1.1330114124387458e-05
25,22,1.132247876888247e-05
44,8,1.131976294762516e-05
43,33,1.131961395760691e-05
26,40,1.1316167080248813e-05
62,30,1.1283377297345895e-05
52,54,1.1277898056171551e-05
60,24,1.125681551931902e-05
56,69,1.1249735108244491e-05
62,52,1.1231316065933565e-05
42,60,1.122009440389126e-05
19,31,1.1205213434488218e-05
52,76,1.1184633871141817e-05
41,64,1.116441627077719e-05
46,12,1.114547287241552e-05
25,63,1.1138454312925586e-05
17,49,1.1078454335327144e-05
40,36,1.1077197400028738e-05
33,47,1.1036031336014857e-05
18,14,1.1028631528732605e-05
21,36,1.10224121086505e-05
18,13,1.1005521701169555e-05
22,42,1.0997413212953881e-05
49,65,1.0994399089285233e-05
45,64,1.0978939091635706e-05
65,20,1.0974429460437117e-05
27,61,1.0890697141286223e-05
63,48,1.0822689186002796e-05
16,14,1.0821681910540235e-05
22,59,1.0819562134232125e-05
35,61,1.0816249836813868e-05
64,3,1.0814515350591237e-05
60,20,1.080772663652183e-05
52,58,1.0806110465326862e-05
47,55,1.0802923654752396e-05
16,13,1.0799005733333368e-05
25,11,1.0775772533327342e-05
25,81,1.0730465921525262e-05
27,71,1.0679141593795625e-05
54,41,1.0662290233731068e-05
35,71,1.060614045388487e-05
70,27,1.0590913988412063e-05
55,40,1.0579618522213273e-05
51,22,1.0579052608885638e-05
53,45,1.055919888140786e-05
49,54,1.0556561579459503e-05
77,6,1.0519553908660484e-05
49,76,1.046926258921143e-05
42,72,1.0428474802226721e-05
58,28,1.0417708617559071e-05
51,63,1.0407111071998872e-05
59,40,1.0381952694585943e-05
22,48,1.030876280171498e-05
23,39,1.030338699634927e-05
52,78,1.0290919310718438e-05
69,27,1.022893498509915e-05
58,38,1.0179018715668814e-05
58,16,1.0172056950520732e-05
25,18,1.0171548881674664e-05
20,39,1.0164733323342559e-05
17,19,1.0162714867716941e-05
63,12,1.015109574610962e-05
33,65,1.013638720524226e-05
49,58,1.0114949611487213e-05
39,39,1.0098993831648412e-05
50,42,1.0097817193303296e-05
51,11,1.0068242728328506e-05
29,39,1.006113603614685e-05
81,3,1.0054054871630627e-05
46,49,1.004180512176733e-05
51,81,1.0025910917461982e-05
73,27,1.0023734397008713e-05
48,46,1.0004366805400398e-05
77,14,9.996766377276074e-06
43,44,9.990414605430728e-06
77,13,9.975818760469302e-06
24,64,9.960789628487025e-06
47,73,9.956094586933611e-06
50,59,9.934514456033346e-06
23,51,9.850234137380283e-06
47,26,9.845562755170422e-06
53,23,9.837509416046514e-06
28,64,9.820191305653536e-06
56,40,9.807903266582618e-06
25,33,9.80312527337094e-06
48,53,9.773377429699205e-06
32,8,9.770124743840432e-06
66,42,9.767790568819591e-06
61,6,9.767415649971864e-06
33,54,9.732718892264801e-06
43,77,9.731328728835218e-06
20,51,9.717678586122447e-06
62,42,9.682615897762535e-06
22,12,9.66906065818483e-06
39,51,9.654830380431528e-06
30,60,9.652396243982438e-06
33,76,9.65223278651269e-06
49,78,9.632710179837045e-06
70,31,9.622907007254058e-06
29,51,9.618637607147598e-06
66,59,9.609825049496693e-06
41,61,9.555385191935629e-06
58,34,9.534975402749334e-06
62,59,9.526027830285262e-06
51,18,9.503691985611805e-06
50,48,9.465498862789663e-06
52,50,9.446227342522938e-06
45,61,9.396639239793954e-06
44,43,9.393117628357463e-06
41,71,9.36976853952684e-06
43,25,9.33000654161893e-06
43,62,9.328850469591027e-06
33,58,9.325570682937138e-06
53,35,9.300123887018432e-06
69,31,9.294012797437051e-06
61,14,9.282006937778243e-06
43,70,9.274808685447536e-06
61,13,9.262557055967227e-06
45,71,9.21410628224708e-06
46,19,9.211754557156587e-06
17,66,9.19936634352203e-06
43,15,9.19188552774895e-06
40,8,9.18575687060776e-06
47,22,9.174910324941332e-06
51,33,9.159458817755287e-06
66,48,9.156138277334371e-06
63,49,9.145895057276476e-06
21,8,9.140326212607156e-06
17,37,9.108273438313224e-06
73,31,9.107567493548394e-06
62,48,9.076297185284922e-06
47,63,9.02579033845562e-06
54,30,8.97915415221202e-06
30,72,8.971383607660976e-06
23,36,8.966014491751325e-06
54,52,8.937724550959989e-06
43,29,8.909835822860956e-06
33,78,8.88096561037743e-06
50,12,8.878124797775633e-06
27,68,8.849593456736454e-06
20,36,8.84535796958505e-06
49,50,8.842044868489333e-06
36,39,8.824756541681373e-06
44,47,8.811552708226449e-06
35,68,8.78909885570374e-06
39,36,8.788151418436488e-06
26,39,8.757571364480325e-06
29,36,8.75520753860231e-06
14,3,8.75289222937908e-06
17,56,8.744403320352196e-06
47,11,8.731899497745971e-06
22,49,8.7115929446425e-06
47,81,8.695186326637764e-06
64,17,8.675227883259454e-06
25,44,8.65199875868003e-06
66,12,8.58796133940979e-06
53,41,8.540000915279916e-06
24,61,8.52522688222957e-06
62,12,8.513074723344336e-06
27,57,8.48808073108055e-06
36,51,8.436635270687172e-06
35,57,8.430057381209116e-06
25,77,8.427622617025474e-06
43,32,8.413868312537834e-06
28,61,8.40489178369597e-06
63,19,8.389899968335051e-06
26,51,8.37240496212687e-06
58,9,8.36747271242363e-06
24,71,8.359621410224071e-06
46,66,8.338549879726124e-06
17,55,8.318111084790262e-06
46,37,8.25598085209873e-06
47,18,8.24228075495286e-06
28,71,8.241623862475546e-06
37,60,8.239033010540638e-06
52,46,8.214729205590204e-06
55,39,8.187557108358233e-06
76,7,8.164665777235829e-06
65,21,8.158705123769446e-06
33,50,8.152004465662892e-06
32,43,8.107230812803583e-06
76,10,8.101703885244212e-06
44,65,8.093245425872186e-06
51,44,8.083914477423506e-06
25,25,8.08006556331335e-06
25,62,8.079064370255264e-06
81,17,8.065198886367304e-06
60,21,8.034773470782148e-06
59,39,8.034583704953222e-06
25,70,8.032262563944625e-06
52,53,8.025060513141888e-06
50,49,7.998978606519294e-06
22,19,7.991497050062261e-06
25,15,7.960448621700025e-06
47,33,7.943737155377482e-06
46,56,7.926159317108287e-06
51,77,7.874270718738267e-06
55,51,7.827460480624167e-06
19,28,7.81906159484629e-06
44,54,7.770942551936515e-06
41,68,7.764541899763361e-06
57,24,7.74410640201632e-06
66,49,7.737548253969671e-06
25,29,7.716185115834068e-06
42,64,7.716068199951241e-06
44,76,7.70667963517583e-06
54,42,7.705290574934445e-06
49,46,7.689313583566439e-06
59,51,7.68121499446848e-06
36,36,7.679309247233709e-06
62,49,7.670077199724943e-06
17,73,7.666063687153859e-06
37,72,7.657738433585634e-06
43,69,7.652745698266427e-06
19,38,7.639911734405576e-06
45,68,7.635547665406161e-06
19,16,7.634686547898635e-06
40,43,7.622323470052281e-06
26,36,7.620844659556965e-06
32,47,7.6052802116636835e-06
63,66,7.5946008914797925e-06
58,45,7.591910599416763e-06
56,39,7.590327377097052e-06
21,43,7.584625196995875e-06
17,26,7.580955610452133e-06
54,59,7.5806799765982385e-06
51,25,7.549534021866302e-06
51,62,7.548598566455049e-06
46,55,7.539756717533996e-06
63,37,7.519398509786031e-06
49,53,7.511776136290921e-06
51,70,7.504869734521899e-06
41,57,7.447354367999831e-06
44,58,7.445861207264815e-06
51,15,7.437771046278382e-06
57,20,7.435156496390217e-06
23,8,7.435060173195056e-06
64,6,7.3844337419254405e-06
50,19,7.337787054986572e-06
20,8,7.335005851018796e-06
45,57,7.323629647715153e-06
72,7,7.289335913469578e-06
39,8,7.28756736533691e-06
25,32,7.286662372971258e-06
29,8,7.2602486799688495e-06
56,51,7.256497486725969e-06
22,66,7.233963557339666e-06
72,10,7.233124135425447e-06
54,48,7.222790606951647e-06
63,56,7.219003002198095e-06
51,29,7.209545714022637e-06
53,30,7.191886827066487e-06
22,37,7.162332237093709e-06
53,52,7.1587036342574286e-06
19,34,7.156521910564813e-06
40,47,7.150395392979017e-06
55,36,7.124817859563294e-06
21,47,7.115031168534218e-06
66,19,7.097966403990487e-06
44,78,7.0908729952959115e-06
33,46,7.0892332716499105e-06
58,23,7.0730263579984685e-06
17,22,7.064561938496856e-06
68,7,7.059387127441844e-06
62,19,7.036072473180403e-06
14,17,7.0214274302475394e-06
64,14,7.0174514611050805e-06
47,44,7.010948252829266e-06
68,10,7.0049486014847545e-06
64,13,7.00274681776146e-06
59,36,6.991700298098523e-06
32,65,6.985306826577691e-06
17,63,6.949741483202338e-06
46,73,6.948723645678405e-06
24,68,6.927452949560423e-06
33,53,6.925550991754437e-06
22,56,6.8762013151755375e-06
46,26,6.871579425495823e-06
63,55,6.867074481109318e-06
81,6,6.86517145062632e-06
18,24,6.840725136031947e-06
28,68,6.829670715165013e-06
47,77,6.829130205672081e-06
48,60,6.822579016000137e-06
51,32,6.808225138713049e-06
54,12,6.774586033579589e-06
17,11,6.723449348040406e-06
70,28,6.714919180353305e-06
16,24,6.712360574084935e-06
32,54,6.707126152810983e-06
17,81,6.695180682509421e-06
58,35,6.686653969371055e-06
43,40,6.671925055137231e-06
32,76,6.651660617352342e-06
24,57,6.644461147745815e-06
50,66,6.642220326775702e-06
30,64,6.637960878982592e-06
25,69,6.62750735549082e-06
56,36,6.60510813427686e-06
42,61,6.604017803489417e-06
65,27,6.582939309358498e-06
50,37,6.576448498150891e-06
18,20,6.567815483778085e-06
40,65,6.567503676551552e-06
70,38,6.5610673632984445e-06
70,16,6.556580033882917e-06
28,57,6.550673393125077e-06
47,25,6.5474953388111825e-06
47,62,6.546684045037673e-06
22,55,6.540984477224148e-06
21,65,6.5350223015652586e-06
81,14,6.5239948126845804e-06
81,13,6.510324177778465e-06
44,50,6.508844967889031e-06
47,70,6.508759277439477e-06
69,28,6.485414932193935e-06
60,27,6.482943717196816e-06
42,71,6.47573248034344e-06
47,15,6.450566500608176e-06
16,20,6.4445720058194e-06
32,58,6.4265473717858715e-06
66,66,6.425132860092644e-06
46,22,6.403506491950115e-06
62,66,6.36910600591303e-06
36,8,6.368060903123e-06
66,37,6.3615106499617745e-06
73,28,6.355312339887373e-06
17,18,6.3464492671450095e-06
48,72,6.341220563160579e-06
69,38,6.336821502418618e-06
69,16,6.332487542110908e-06
63,73,6.328772215229493e-06
26,8,6.319579191680582e-06
50,56,6.313723283872525e-06
62,37,6.306038578440699e-06
40,54,6.305961464725257e-06
46,63,6.299430183002988e-06
19,9,6.280247118964397e-06
21,54,6.274773617854891e-06
63,26,6.2585106503504935e-06
40,76,6.253813417819064e-06
47,29,6.252633185145916e-06
21,76,6.222883483292532e-06
73,38,6.209699812739816e-06
73,16,6.205452795129971e-06
77,24,6.200690526101036e-06
51,69,6.192349785826451e-06
53,42,6.17158106935261e-06
23,43,6.169598701303969e-06
70,34,6.145937803271011e-06
58,41,6.140136595201435e-06
32,78,6.120155874934191e-06
17,33,6.116574568009402e-06
66,56,6.1073720751496646e-06
54,49,6.103740371413171e-06
46,11,6.09431298405958e-06
20,43,6.0865738162621535e-06
53,59,6.071773748362775e-06
46,81,6.0686895151421366e-06
62,56,6.0541160799623325e-06
39,43,6.047209451638724e-06
40,58,6.04216458053777e-06
22,73,6.02824404097862e-06
29,43,6.024540458807199e-06
21,58,6.0122814128784874e-06
50,55,6.005927415498392e-06
65,31,5.98126024606229e-06
14,6,5.97670358982201e-06
22,26,5.9613189178445595e-06
77,20,5.953314953839168e-06
69,34,5.935880348089585e-06
55,8,5.90824937408289e-06
47,32,5.904579306774364e-06
60,31,5.890404226878299e-06
63,22,5.83219826154692e-06
73,34,5.816801857509988e-06
66,55,5.809635888935049e-06
59,8,5.797861745275228e-06
23,47,5.787614538225658e-06
53,48,5.78512093012662e-06
25,40,5.7780872541239975e-06
62,55,5.7589761391876595e-06
61,24,5.7573469570235415e-06
40,78,5.754098883211288e-06
46,18,5.752590102089485e-06
63,63,5.737407435790327e-06
21,78,5.7256404227766015e-06
20,47,5.709730050924893e-06
19,45,5.698145223542916e-06
30,61,5.681288797310567e-06
14,14,5.679680907808181e-06
39,47,5.672802889206186e-06
14,13,5.667779481411747e-06
37,64,5.66598981457173e-06
44,46,5.660291343157139e-06
29,47,5.6515374230339795e-06
32,50,5.617805564376707e-06
52,60,5.6021175742906125e-06
54,19,5.599208259896033e-06
30,71,5.570927803301207e-06
22,22,5.555250405658848e-06
63,11,5.550590389130818e-06
46,33,5.54422557204997e-06
50,73,5.5351295021560745e-06
44,53,5.529601696418382e-06
61,20,5.527658506647132e-06
57,21,5.527508251960679e-06
63,81,5.5272529956163455e-06
56,8,5.477280510084931e-06
50,26,5.473678900459028e-06
22,63,5.4649608185045565e-06
53,12,5.426129814435465e-06
51,40,5.398702023456524e-06
17,44,5.398339212653325e-06
78,7,5.394460115489605e-06
70,9,5.393403201259937e-06
47,69,5.370448194756826e-06
42,68,5.366311447627742e-06
66,73,5.354225048182774e-06
78,10,5.352860688836829e-06
23,65,5.3158150940271736e-06
71,7,5.312099334788366e-06
19,23,5.308694146229586e-06
62,73,5.307536459393802e-06
66,26,5.294782834463282e-06
22,11,5.287014968981266e-06
36,43,5.284204749192893e-06
40,50,5.281795004024429e-06
71,10,5.271135034020757e-06
22,81,5.264785775292314e-06
17,77,5.2583416747823835e-06
21,50,5.255672450832874e-06
62,26,5.248612578962149e-06
20,65,5.2442796573719696e-06
26,43,5.243974717830066e-06
49,60,5.2438050826331725e-06
63,18,5.239355349287851e-06
39,65,5.2103627538969046e-06
69,9,5.209066068752502e-06
52,72,5.2068672383308875e-06
29,65,5.190830823200222e-06
58,30,5.170862150191077e-06
43,39,5.163396704420513e-06
42,57,5.147093481555681e-06
58,52,5.14700391662251e-06
73,9,5.104568051875178e-06
23,54,5.104119736731007e-06
50,22,5.100827073887842e-06
54,66,5.068445655213948e-06
23,76,5.061910491251979e-06
63,33,5.049580692013408e-06
17,25,5.041486480506482e-06
17,62,5.040861794824519e-06
20,54,5.035433104925896e-06
19,35,5.018700481007119e-06
54,37,5.018257476769298e-06
50,63,5.017923237513944e-06
17,70,5.01166021571238e-06
39,54,5.002866897604202e-06
20,76,4.993791873336144e-06
22,18,4.990559241002585e-06
29,54,4.984112800405182e-06
17,15,4.966852532395816e-06
39,76,4.9614949769064475e-06
36,47,4.957038814035997e-06
29,76,4.942895969386597e-06
43,51,4.936305556681594e-06
66,22,4.934116911776102e-06
26,47,4.919299582416352e-06
55,43,4.902654022456625e-06
70,45,4.893500861948264e-06
46,44,4.893197978150875e-06
62,22,4.891091646035953e-06
23,58,4.890599420978782e-06
53,49,4.88881349277049e-06
32,46,4.8854161315036585e-06
18,21,4.882702106077253e-06
49,72,4.873835032356153e-06
50,11,4.854533481759681e-06
66,63,4.853922618737311e-06
37,61,4.849399543935842e-06
33,60,4.834574251373915e-06
50,81,4.834122651514513e-06
20,58,4.824786152665802e-06
54,56,4.817781068984926e-06
17,29,4.814446446968042e-06
62,63,4.811596643433633e-06
59,43,4.811054579349615e-06
22,33,4.809796226007277e-06
39,58,4.793582285420133e-06
16,21,4.791079375372432e-06
29,58,4.775612727174376e-06
32,53,4.772617466260056e-06
46,77,4.766300493152059e-06
37,71,4.755198285539923e-06
76,3,4.7371551859702454e-06
69,45,4.7262495211615285e-06
66,11,4.695872924952337e-06
48,64,4.691893231197405e-06
47,40,4.682140146905889e-06
66,81,4.676129181195246e-06
23,78,4.657435641050207e-06
62,11,4.654925135491604e-06
62,81,4.635353556244809e-06
73,45,4.631437189025556e-06
30,68,4.6165177044462225e-06
19,41,4.608509222241891e-06
55,47,4.599111396056175e-06
20,78,4.59476008022222e-06
40,46,4.593211035921513e-06
54,55,4.582912823879458e-06
50,18,4.582328037709415e-06
21,46,4.57049406195443e-06
46,25,4.5697371879608665e-06
46,62,4.5691709562745e-06
39,78,4.565043885756329e-06
70,23,4.559044805151855e-06
36,65,4.55294691367086e-06
29,78,4.547931042559907e-06
17,32,4.546449475378502e-06
56,43,4.545036883968605e-06
46,70,4.5427018697199895e-06
26,65,4.518284139266019e-06
59,47,4.513183235362764e-06
46,15,4.502086996001731e-06
33,72,4.493476965974698e-06
43,36,4.493191384046701e-06
40,53,4.487159051794081e-06
53,19,4.484706626450765e-06
25,39,4.471656446864027e-06
21,53,4.464966586747607e-06
57,27,4.459929707304333e-06
63,44,4.456636497121046e-06
58,42,4.437277132650319e-06
66,18,4.432563962403595e-06
30,57,4.427929391713882e-06
77,21,4.425864815332848e-06
50,33,4.416351562570432e-06
69,23,4.403224590160644e-06
62,18,4.393912214623266e-06
36,54,4.371631780132262e-06
58,59,4.365517118786361e-06
46,29,4.363942074073691e-06
64,24,4.3527119820624055e-06
63,77,4.3410605556684775e-06
26,54,4.338349405211359e-06
36,76,4.335479948186857e-06
73,23,4.314892395585993e-06
70,35,4.310001617403238e-06
26,76,4.302472806607965e-06
23,50,4.275147299299724e-06
25,51,4.2749887002345415e-06
66,33,4.2720120908977765e-06
56,47,4.263635743580679e-06
22,44,4.2450085882263935e-06
62,33,4.234760347831591e-06
72,3,4.2292870727235135e-06
55,65,4.224197312518841e-06
54,73,4.223663428200048e-06
20,50,4.217616229574529e-06
39,50,4.190339178787914e-06
36,58,4.18875358640005e-06
64,20,4.179061222857231e-06
51,39,4.178050563472706e-06
54,26,4.176772626651935e-06
29,50,4.174630979896298e-06
65,28,4.173757381079513e-06
69,35,4.162693265031416e-06
63,25,4.162034241216991e-06
63,62,4.161518527605862e-06
58,48,4.159417906756973e-06
26,58,4.156863510948723e-06
59,65,4.145273913146073e-06
63,70,4.1374109607935194e-06
17,69,4.135175447569382e-06
22,77,4.134920887698105e-06
46,32,4.121022504206952e-06
60,28,4.110357534711963e-06
61,21,4.109419623426458e-06
63,15,4.100419666072362e-06
68,3,4.095870333574685e-06
73,35,4.079186320538282e-06
65,38,4.078128507555018e-06
65,16,4.0753393415551954e-06
53,66,4.059590349326575e-06
55,54,4.055974200249954e-06
57,31,4.052293208993778e-06
81,24,4.0466358120863e-06
55,76,4.022432743641297e-06
53,37,4.019391941624485e-06
60,38,4.0161812745849874e-06
48,61,4.015691104323696e-06
60,16,4.013434476331955e-06
51,51,3.994295885673504e-06
36,78,3.989050945614363e-06
59,54,3.980193821643279e-06
13,7,3.978125835653324e-06
63,29,3.9745997618490916e-06
22,25,3.964395819553999e-06
22,62,3.963904595127298e-06
26,78,3.958681258543761e-06
70,41,3.957734133935481e-06
13,10,3.947448483263492e-06
59,76,3.947279041673904e-06
22,70,3.940941800601484e-06
37,68,3.940538784282726e-06
18,27,3.939660907260873e-06
48,71,3.937684919861202e-06
56,65,3.916069235686934e-06
22,15,3.9057070750674705e-06
58,12,3.901308509735298e-06
50,44,3.897763944835815e-06
54,22,3.892262458748387e-06
25,36,3.891238533398964e-06
55,58,3.886300889945736e-06
81,20,3.885195913491705e-06
19,30,3.8810155990211065e-06
16,27,3.865734117845438e-06
19,52,3.863108686410552e-06
44,60,3.86009286678944e-06
53,56,3.8588196191271756e-06
52,64,3.852580888479903e-06
54,63,3.829001445322501e-06
69,41,3.822465670916431e-06
65,34,3.820098586608503e-06
59,58,3.8136906270891832e-06
76,17,3.800068650733337e-06
50,77,3.796681494477728e-06
22,29,3.7858618567413556e-06
37,57,3.779564732375917e-06
66,44,3.770373455077142e-06
60,34,3.7620708573021028e-06
56,54,3.760116919554504e-06
63,32,3.753352997306332e-06
46,69,3.7482328068451184e-06
73,41,3.745783963116921e-06
62,44,3.7374959771525455e-06
56,76,3.7290220968870073e-06
43,8,3.7259752748340025e-06
23,46,3.7177992974682903e-06
54,11,3.7043244462291633e-06
55,78,3.7010179568245876e-06
54,81,3.6887496566579105e-06
66,77,3.6725946790922e-06
53,55,3.67070102694841e-06
20,46,3.6677685135834955e-06
36,50,3.661624484212259e-06
39,46,3.6440475530757495e-06
62,77,3.6405698274623833e-06
50,25,3.6401054950448337e-06
50,62,3.6396544531165495e-06
51,36,3.635742490565402e-06
26,50,3.633747580339211e-06
23,53,3.631959568137198e-06
59,78,3.6318694543560603e-06
29,46,3.630387221228632e-06
47,39,3.623503981891114e-06
50,70,3.618570031091202e-06
49,64,3.6061690916625412e-06
17,40,3.605187179063892e-06
56,58,3.602820188023915e-06
44,72,3.5877488857498306e-06
50,15,3.5862175305159213e-06
