index,probability,odds,kelly,unitPercent,unitReturn,legs
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin | ORST_CP_NCAAB_awayCover,0.26162808871423193,3235.0,"(0.2388036092309006, 1.8448287483381463)",0.2388036092309006,1.8448287483381463,4.0
ORST_CP_NCAAB_awayWin | SAC_NO_NBA_under,0.24915622259400003,1414.0,"(0.19605553112257146, 0.5435100859522757)",0.19605553112257146,0.5435100859522757,2.0
IND_BOS_NBA_awayWin | ALA_ARST_NCAAB_homeCover,0.6569506318155001,187.0,"(0.4735017718237889, 0.41926134521090014)",0.4735017718237889,0.41926134521090014,2.0
JAX_CIN_NFL_awayCover | ORST_CP_NCAAB_over,0.519322562947,264.0,"(0.33724777618449997, 0.3002632051092711)",0.33724777618449997,0.3002632051092711,2.0
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin | ORST_CP_NCAAB_awayWin,0.12134196278864574,13876.0,"(0.11500974862598104, 1.8354121386356144)",0.11500974862598104,1.8354121386356144,4.0
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin | PUR_IOWA_NCAAB_awayCover,0.2576681265590266,3207.0,"(0.23452089009376395, 1.763851535844208)",0.23452089009376395,1.763851535844208,4.0
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | ALA_ARST_NCAAB_over | JAX_CIN_NFL_awayWin,0.2559675441551725,3236.0,"(0.23297519385094417, 1.7564179891382792)",0.23297519385094417,1.7564179891382792,4.0
NDSU_SJSU_NCAAB_awayCover | PUR_IOWA_NCAAB_awayWin,0.2792514146124999,1414.0,"(0.22827909598537827, 0.7368544276875678)",0.22827909598537827,0.7368544276875678,2.0
IND_BOS_NBA_awayWin | JAX_CIN_NFL_awayCover,0.7468361963385,187.0,"(0.611454483150532, 0.6991492138843335)",0.611454483150532,0.6991492138843335,2.0
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin | ALA_ARST_NCAAB_over,0.2559675441551724,3235.0,"(0.23296808647836167, 1.7557680834175473)",0.23296808647836167,1.7557680834175473,4.0
ARK_FUR_NCAAB_awayCover | PUR_IOWA_NCAAB_awayWin,0.27392996977499995,1441.0,"(0.22354343055050307, 0.7200916975823642)",0.22354343055050307,0.7200916975823642,2.0
