index,probability,odds,kelly,unitPercent,unitReturn,legs
IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin,0.597267507738,816.0,"(0.5479130356470686, 2.4497029481970047)",0.5479130356470686,2.4497029481970047,2.0
IND_BOS_NBA_awayWin | PUR_IOWA_NCAAB_awayWin,0.3652868856862499,1104.0,"(0.30779475576652615, 1.0459032329182252)",0.30779475576652615,1.0459032329182252,2.0
JAX_CIN_NFL_awayCover | ORST_CP_NCAAB_awayWin,0.272774914779,1427.0,"(0.2218131008181731, 0.7020990076815571)",0.2218131008181731,0.7020990076815571,2.0
ARK_FUR_NCAAB_awayWin | ORST_CP_NCAAB_awayCover,0.28680499406399995,960.0,"(0.21251384761233327, 0.4335565000991809)",0.21251384761233327,0.4335565000991809,2.0
ALA_ARST_NCAAB_over | PUR_IOWA_NCAAB_awayCover,0.5522770157460001,261.0,"(0.3807356424686055, 0.3783446328540124)",0.3807356424686055,0.3783446328540124,2.0
NDSU_SJSU_NCAAB_awayWin | ARK_FUR_NCAAB_awayCover,0.479683391775,324.0,"(0.3190918460265433, 0.3298955240900321)",0.3190918460265433,0.3298955240900321,2.0
NDSU_SJSU_NCAAB_awayCover | SAC_NO_NBA_under,0.5214995869100001,258.0,"(0.3360343105185273, 0.291331169241808)",0.3360343105185273,0.291331169241808,2.0
ALA_ARST_NCAAB_homeCover | ORST_CP_NCAAB_over,0.456819430441,264.0,"(0.25106921469895455, 0.1664143815036113)",0.25106921469895455,0.1664143815036113,2.0
ECU_UMES_NCAAB_over | SAC_NO_NBA_awayWin,0.34968082986000004,358.0,"(0.16802743037955312, 0.10107491814864093)",0.16802743037955312,0.10107491814864093,2.0
JAX_CIN_NFL_under | SAC_NO_NBA_awayCover,0.3899862203520001,268.0,"(0.1623691383937912, 0.07065481543534889)",0.1623691383937912,0.07065481543534889,2.0
ALA_ARST_NCAAB_homeWin | PUR_IOWA_NCAAB_awayWin,0.37704460000624995,711.0,"(0.28942780675818386, 0.595593717359702)",0.28942780675818386,0.595593717359702,2.0
ORST_CP_NCAAB_awayWin,0.351129,700.0,"(0.2584331428571429, 0.46751382528914304)",0.2584331428571429,0.46751382528914304,1.0
IND_BOS_NBA_awayWin,0.9613635,-198.0,"(0.8848632300000001, 0.3954459271747643)",0.8848632300000001,0.3954459271747643,1.0
ARK_FUR_NCAAB_awayWin,0.37883199999999995,455.0,"(0.24231156043956037, 0.267152760068079)",0.24231156043956037,0.267152760068079,1.0
JAX_CIN_NFL_awayCover,0.776851,-110.0,"(0.5313870999999999, 0.25670204549673636)",0.5313870999999999,0.25670204549673636,1.0
ORST_CP_NCAAB_awayCover,0.757077,-110.0,"(0.4898617, 0.2181495319335364)",0.4898617,0.2181495319335364,1.0
PUR_IOWA_NCAAB_awayCover,0.745618,-112.0,"(0.46071016000000004, 0.18951236743502287)",0.46071016000000004,0.18951236743502287,1.0
ALA_ARST_NCAAB_over,0.7406970000000002,-110.0,"(0.4554637000000003, 0.18858834728880944)",0.4554637000000003,0.18858834728880944,1.0
NDSU_SJSU_NCAAB_awayWin,0.6653675,120.0,"(0.38650708333333333, 0.17926527056020836)",0.38650708333333333,0.17926527056020836,1.0
NDSU_SJSU_NCAAB_awayCover,0.734935,-112.0,"(0.4380622, 0.1713379384543214)",0.4380622,0.1713379384543214,1.0
ARK_FUR_NCAAB_awayCover,0.7209300000000001,-108.0,"(0.41953440000000014, 0.16297140072533348)",0.41953440000000014,0.16297140072533348,1.0
SAC_NO_NBA_under,0.709586,-112.0,"(0.3843223200000001, 0.13187825504480574)",0.3843223200000001,0.13187825504480574,1.0
ALA_ARST_NCAAB_homeCover,0.683353,-110.0,"(0.3350413, 0.10204788427790001)",0.3350413,0.10204788427790001,1.0
ORST_CP_NCAAB_over,0.668497,-110.0,"(0.3038437, 0.08392817639062732)",0.3038437,0.08392817639062732,1.0
SAC_NO_NBA_awayWin,0.549015,142.0,"(0.23141992957746482, 0.07604836100400705)",0.23141992957746482,0.07604836100400705,1.0
SAC_NO_NBA_awayCover,0.6348920000000001,-110.0,"(0.23327320000000024, 0.049469441671127413)",0.23327320000000024,0.049469441671127413,1.0
ECU_UMES_NCAAB_over,0.636924,-112.0,"(0.23027888000000013, 0.047346752298262906)",0.23027888000000013,0.047346752298262906,1.0
JAX_CIN_NFL_under,0.614256,-108.0,"(0.19765248000000007, 0.03617268782421335)",0.19765248000000007,0.03617268782421335,1.0
ECU_UMES_NCAAB_homeCover | IND_BOS_NBA_awayCover | JAX_CIN_NFL_awayWin | PUR_IOWA_NCAAB_awayWin,0.1313078733055223,13876.0,"(0.1250474803486581, 2.1697724061132044)",0.1250474803486581,2.1697724061132044,4.0
JAX_CIN_NFL_awayWin,0.6476635,380.0,"(0.5549433684210525, 1.1702561401871152)",0.5549433684210525,1.1702561401871152,1.0
IND_BOS_NBA_awayCover,0.922188,-110.0,"(0.8365948, 0.6362644176245819)",0.8365948,0.6362644176245819,1.0
IND_BOS_NBA_awayWin | JAX_CIN_NFL_awayWin,0.62264004918225,622.0,"(0.5619712467999751, 1.9643486634700933)",0.5619712467999751,1.9643486634700933,2.0
PUR_IOWA_NCAAB_awayWin,0.3799674999999999,700.0,"(0.29139142857142847, 0.5943627525142853)",0.29139142857142847,0.5943627525142853,1.0
ALA_ARST_NCAAB_homeWin | ORST_CP_NCAAB_awayWin,0.34842794016750006,711.0,"(0.25678630024731725, 0.46882774040235503)",0.25678630024731725,0.46882774040235503,2.0
JAX_CIN_NFL_awayWin | PUR_IOWA_NCAAB_awayWin,0.24609108093624993,3740.0,"(0.22593308844791438, 1.9091114410399297)",0.22593308844791438,1.9091114410399297,2.0
JAX_CIN_NFL_awayCover | ORST_CP_NCAAB_awayCover,0.588136024527,264.0,"(0.43212694290843934, 0.4929769542387191)",0.43212694290843934,0.4929769542387191,2.0
ARK_FUR_NCAAB_awayWin | PUR_IOWA_NCAAB_awayCover,0.28246395817599995,951.0,"(0.20701327028704097, 0.4075462386526364)",0.20701327028704097,0.4075462386526364,2.0
NDSU_SJSU_NCAAB_awayWin | ALA_ARST_NCAAB_over,0.49283571114750013,320.0,"(0.33434687088109394, 0.35772105621753253)",0.33434687088109394,0.35772105621753253,2.0
NDSU_SJSU_NCAAB_awayCover | ARK_FUR_NCAAB_awayCover,0.5298366895500001,265.0,"(0.35241657239905666, 0.32912321732897387)",0.35241657239905666,0.32912321732897387,2.0
