index,probability,odds,kelly,unitPercent,unitReturn,legs
UVU_WEB_NCAAB_under | SMC_CLEV_NCAAB_awayWin,0.32141997317399995,1618.0,"(0.279480540119241, 1.2638096439004445)",0.279480540119241,1.2638096439004445,2.0
SYR_COR_NCAAB_awayWin | BOIS_UNT_NCAAB_awayWin,0.41886801694399994,571.0,"(0.3170935890883082, 0.5741310456155666)",0.3170935890883082,0.5741310456155666,2.0
BOIS_UNT_NCAAB_under | SMC_CLEV_NCAAB_awayCover,0.57782784624,268.0,"(0.42030092319522394, 0.47342968098387034)",0.42030092319522394,0.47342968098387034,2.0
SYR_COR_NCAAB_awayCover | BUT_BUFF_NCAAB_homeCover,0.557816041102,264.0,"(0.390322117277, 0.40220757782198446)",0.390322117277,0.40220757782198446,2.0
COLU_LAF_NCAAB_homeCover | BOIS_UNT_NCAAB_awayCover,0.518787965724,273.0,"(0.34251982130055675, 0.32028313039567935)",0.34251982130055675,0.32028313039567935,2.0
ILL_FAU_NCAAB_under | LAL_PHX_NBA_under,0.5088107062480001,264.0,"(0.3227541555843637, 0.27500944666001576)",0.3227541555843637,0.27500944666001576,2.0
FRES_IDST_NCAAB_awayWin | NIU_INST_NCAAB_awayCover,0.28146986145,702.0,"(0.17911514085883193, 0.22521728046785197)",0.17911514085883193,0.22521728046785197,2.0
XAV_DEL_NCAAB_under | SFA_LT_NCAAB_under,0.47470031579600014,264.0,"(0.27572316268842445, 0.20070141284927548)",0.27572316268842445,0.20070141284927548,2.0
XAV_DEL_NCAAB_awayWin | SIU_OKST_NCAAB_over,0.208038420144,1045.0,"(0.1322526230285933, 0.18277840331350656)",0.1322526230285933,0.18277840331350656,2.0
AKR_BRAD_NCAAB_awayCover | ND_WMU_NCAAB_awayWin,0.22217971227100003,902.0,"(0.13594686440747455, 0.16670358047886288)",0.13594686440747455,0.16670358047886288,2.0
NIU_INST_NCAAB_over | SDSU_KENT_NCAAB_homeWin,0.4499978662240001,250.0,"(0.22999701271360015, 0.13224656464294987)",0.22999701271360015,0.13224656464294987,2.0
MICH_IU_NCAAB_awayWin | AKR_BRAD_NCAAB_awayWin,0.259580080185,620.0,"(0.14015751247290326, 0.12179359547607059)",0.14015751247290326,0.12179359547607059,2.0
MTSU_MOST_NCAAB_awayWin | WASH_MTST_NCAAB_under,0.43354733271150003,254.0,"(0.21053447157429533, 0.11258489985151211)",0.21053447157429533,0.11258489985151211,2.0
SDSU_KENT_NCAAB_homeCover | BAY_HALL_NCAAB_over,0.4185812847449999,264.0,"(0.1983469229059847, 0.10386156482135978)",0.1983469229059847,0.10386156482135978,2.0
SYR_COR_NCAAB_under | TLSA_LUC_NCAAB_homeCover,0.4104715245119999,270.0,"(0.19212764470162952, 0.09966518601820812)",0.19212764470162952,0.09966518601820812,2.0
PRIN_DREX_NCAAB_homeCover | TLSA_LUC_NCAAB_homeWin,0.3981612645089999,282.0,"(0.18474327320013462, 0.0962468171194128)",0.18474327320013462,0.0962468171194128,2.0
FRES_IDST_NCAAB_awayCover | COLU_LAF_NCAAB_homeWin,0.5369427287375,145.0,"(0.21759288648750008, 0.06865266316244507)",0.21759288648750008,0.06865266316244507,2.0
FRES_IDST_NCAAB_over | NIU_INST_NCAAB_awayWin,0.532202263138,147.0,"(0.21397251017065305, 0.0673028256098334)",0.21397251017065305,0.0673028256098334,2.0
MTSU_MOST_NCAAB_awayCover | ARMY_LEM_NCAAB_over,0.379760031747,273.0,"(0.15256590418179855, 0.06354444947435059)",0.15256590418179855,0.06354444947435059,2.0
UGA_GT_NCAAB_under | WASH_MTST_NCAAB_awayCover,0.3818377585900001,264.0,"(0.1476853944195456, 0.05758097591362182)",0.1476853944195456,0.05758097591362182,2.0
UGA_GT_NCAAB_awayWin | KENN_UNCA_NCAAB_homeWin,0.30773750929624993,367.0,"(0.11911012763310277, 0.05206710659252069)",0.11911012763310277,0.05206710659252069,2.0
XAV_DEL_NCAAB_awayCover | FLA_MRMK_NCAAB_over,0.37138406618500003,264.0,"(0.13327197004295463, 0.0468901435177037)",0.13327197004295463,0.0468901435177037,2.0
MSU_WIS_NCAAB_under | KENN_UNCA_NCAAB_homeCover,0.356757384258,273.0,"(0.12113737849169967, 0.04006074199720674)",0.12113737849169967,0.04006074199720674,2.0
GCU_SDSU_NCAAB_homeWin | ILL_FAU_NCAAB_awayWin,0.343175313768,283.0,"(0.11108178506411306, 0.03491983121367436)",0.11108178506411306,0.03491983121367436,2.0
UGA_GT_NCAAB_awayCover | PRIN_DREX_NCAAB_under,0.35038980543599996,268.0,"(0.10799794179271638, 0.03125832855632071)",0.10799794179271638,0.03125832855632071,2.0
KU_KC_NCAAB_homeCover | KENN_UNCA_NCAAB_over,0.34766284833100003,268.0,"(0.10425346337988065, 0.02912834279955631)",0.10425346337988065,0.02912834279955631,2.0
MICH_IU_NCAAB_awayCover | GONZ_UAPB_NCAAB_over,0.34475254316000004,268.0,"(0.10025722344358215, 0.026938049085011843)",0.10025722344358215,0.026938049085011843,2.0
GW_NAVY_NCAAB_under | SIU_OKST_NCAAB_homeCover,0.34132306790399997,268.0,"(0.09554809324131341, 0.024466894167095923)",0.09554809324131341,0.024466894167095923,2.0
ND_WMU_NCAAB_awayCover | SIU_OKST_NCAAB_homeWin,0.3310898121,278.0,"(0.09047463659640284, 0.02275613443095822)",0.09047463659640284,0.02275613443095822,2.0
ILL_FAU_NCAAB_awayCover | IDHO_PAC_NCAAB_awayWin,0.2950362767165001,324.0,"(0.07745488064134584, 0.01943759765393502)",0.07745488064134584,0.01943759765393502,2.0
TLSA_LUC_NCAAB_under | ARMY_LEM_NCAAB_awayWin,0.27371159775,355.0,"(0.06912331542605629, 0.01696201621098975)",0.06912331542605629,0.01696201621098975,2.0
SFA_LT_NCAAB_awayWin | ND_WMU_NCAAB_under,0.257612192836,381.0,"(0.06275975001080317, 0.015006775503604516)",0.06275975001080317,0.015006775503604516,2.0
BAY_HALL_NCAAB_homeCover | ARMY_LEM_NCAAB_awayCover,0.32979750807,261.0,"(0.0730149441121456, 0.01391438518625633)",0.0730149441121456,0.01391438518625633,2.0
MSU_WIS_NCAAB_awayWin | GCU_SDSU_NCAAB_homeCover,0.228234580172,444.0,"(0.05441353967019821, 0.013146099849514644)",0.05441353967019821,0.013146099849514644,2.0
IDHO_PAC_NCAAB_awayCover | AKR_BRAD_NCAAB_over,0.326208337088,261.0,"(0.06805061183436018, 0.012086611862390281)",0.06805061183436018,0.012086611862390281,2.0
UTAH_SUU_NCAAB_awayCover | SMC_CLEV_NCAAB_over,0.3222854973,264.0,"(0.06557545839848489, 0.011352371564612551)",0.06557545839848489,0.011352371564612551,2.0
MIL_NY_NBA_homeCover | OU_PROV_NCAAB_under,0.31796208235999995,261.0,"(0.05664487253624517, 0.00837455453592987)",0.05664487253624517,0.00837455453592987,2.0
MISS_MSM_NCAAB_awayCover | CLT_STET_NCAAB_homeCover,0.31152076734,264.0,"(0.05073317921121212, 0.006794978448395193)",0.05073317921121212,0.006794978448395193,2.0
PRIN_DREX_NCAAB_homeWin | KSU_VILL_NCAAB_homeWin,0.40352225198175,174.0,"(0.060718948522985705, 0.0064150158349423544)",0.060718948522985705,0.0064150158349423544,2.0
FLA_MRMK_NCAAB_awayCover | LAL_PHX_NBA_awayCover,0.3093261771449999,264.0,"(0.04770730485143926, 0.006008605511536739)",0.04770730485143926,0.006008605511536739,2.0
LAL_PHX_NBA_awayWin | BYU_EVAN_NCAAB_over,0.288340913916,286.0,"(0.0395090656348811, 0.00446436352459624)",0.0395090656348811,0.00446436352459624,2.0
BC_CCSU_NCAAB_over | GONZ_UAPB_NCAAB_awayCover,0.301463037112,264.0,"(0.036865702684727275, 0.0035879712909181916)",0.036865702684727275,0.0035879712909181916,2.0
UVU_WEB_NCAAB_awayCover | HPU_WCU_NCAAB_awayWin,0.27186252912,301.0,"(0.029956392615016564, 0.002701130230100106)",0.029956392615016564,0.002701130230100106,2.0
UTAH_SUU_NCAAB_under | MTSU_MOST_NCAAB_under,0.293096866654,268.0,"(0.029327040778626856, 0.0023050018598277317)",0.029327040778626856,0.0023050018598277317,2.0
UVU_WEB_NCAAB_awayWin | HPU_WCU_NCAAB_under,0.33151073609500004,220.0,"(0.027651979774545532, 0.0016821903679941227)",0.027651979774545532,0.0016821903679941227,2.0
HPU_WCU_NCAAB_awayCover | SFA_LT_NCAAB_awayCover,0.29147728734,264.0,"(0.02309747193848488, 0.0014084220742656146)",0.02309747193848488,0.0014084220742656146,2.0
MIL_NY_NBA_homeWin | KSU_VILL_NCAAB_under,0.35666538896400013,188.0,"(0.01446612777463846, 0.0003934254432492732)",0.01446612777463846,0.0003934254432492732,2.0
WIN_QUOC_NCAAB_homeCover,0.526181,-108.0,"(0.014456479999999994, 0.00019350908702814976)",0.014456479999999994,0.00019350908702814976,1.0
MSU_WIS_NCAAB_awayCover | KSU_VILL_NCAAB_homeCover,0.27544190071499997,268.0,"(0.005084400981791026, 6.92810373609487e-05)",0.005084400981791026,6.92810373609487e-05,2.0
SDSU_KENT_NCAAB_over,0.526233,-110.0,"(0.005089299999999852, 2.354634044545328e-05)",0.005089299999999852,2.354634044545328e-05,1.0
