homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
BOS,Boston Celtics,35 - 11,0.7608695652173914,1.0,119.67733460266827,108.04316044900807,11.634174153660197,0.2061630338674306,-0.004094899188443887,16.0,1.0,1.0,1.0,5.127301533158098,1.0
OKC,Oklahoma City Thunder,32 - 13,0.7111111111111111,0.9310344827586207,121.13275559023002,111.4644671673398,9.668288422890214,0.1432027563690517,0.0029120614049781748,8.0,3.0,2.0,4.0,4.105547998702513,2.0
LAC,LA Clippers,30 - 14,0.6818181818181818,0.896551724137931,118.81760685121614,110.06216238499394,8.755444466222201,0.1536283316291317,0.0026769687993315255,9.0,4.0,3.0,3.0,3.928958956471213,3.0
MIN,Minnesota Timberwolves,32 - 14,0.6956521739130435,0.9655172413793104,112.91936665399435,106.29450512032761,6.624861533666731,0.1554628687023243,-0.002632344660983205,15.0,2.0,4.0,2.0,3.8361983907021395,4.0
NO,New Orleans Pelicans,26 - 20,0.5652173913043478,0.8275862068965517,117.02803765864918,112.13180417037935,4.896233488269829,0.1352884709265871,0.003557391300334157,6.0,6.0,7.0,5.0,2.9542702173257283,5.0
DEN,Denver Nuggets,32 - 15,0.6808510638297872,0.7931034482758621,115.39271812136379,110.694400754861,4.698317366502792,0.1048614239940305,-0.0015405401905993008,13.0,7.0,9.0,6.0,2.5747301026800202,6.0
PHI,Philadelphia 76ers,29 - 15,0.6590909090909091,0.7241379310344828,117.90435670354007,112.47088758271812,5.433469120821954,0.0931500248198461,-0.03659363185909137,29.0,9.0,6.0,7.0,2.372277285915707,7.0
MIL,Milwaukee Bucks,32 - 14,0.6956521739130435,0.8620689655172413,123.2363325807337,119.06017389725122,4.176158683482484,0.0563107503463579,-0.03808335174657369,30.0,5.0,10.0,12.0,2.3457155796006353,8.0
NY,New York Knicks,29 - 17,0.6304347826086957,0.7586206896551724,114.51727025071683,108.77068544302799,5.746584807688848,0.0685515201258308,-0.016161926766709002,21.0,8.0,5.0,10.0,2.3453986776975126,9.0
CLE,Cleveland Cavaliers,27 - 16,0.627906976744186,0.6896551724137931,113.65064117434045,108.83048927875535,4.820151895585099,0.0725018503721221,-0.01732606446744205,24.0,10.0,8.0,9.0,2.0029786373056293,10.0
PHX,Phoenix Suns,26 - 19,0.5777777777777777,0.6551724137931034,115.88039120282727,113.12577491115673,2.754616291670544,0.0649538044077056,-0.027329897714673104,27.0,11.0,11.0,11.0,1.5068117737096056,11.0
SAC,Sacramento Kings,26 - 18,0.5909090909090909,0.6206896551724138,117.3891634560228,115.83755805630157,1.5516053997212254,0.072555244090193,0.003623012603368184,5.0,12.0,12.0,8.0,1.2628930421841984,12.0
IND,Indiana Pacers,26 - 21,0.5531914893617021,0.5517241379310345,123.42415436788525,122.52708525529513,0.8970691125901169,0.010797687525498,-0.016120655084041438,20.0,13.5,13.0,16.0,0.4562385330396018,13.0
GS,Golden State Warriors,19 - 24,0.4418604651162791,0.5172413793103449,117.90042692146748,117.31906361326082,0.5813633082066616,0.0185437194288328,0.02099091815680877,1.0,15.0,16.0,13.0,0.35270066655184756,14.0
ORL,Orlando Magic,23 - 22,0.5111111111111111,0.5517241379310345,111.11330913138984,110.27742772357234,0.8358814078174959,-0.0022700814794018,-0.0017533485130980116,14.0,13.5,14.0,17.0,0.34582242260283375,15.0
DAL,Dallas Mavericks,25 - 21,0.5434782608695652,0.4827586206896552,118.60441427896633,117.883024829778,0.7213894491883366,0.0164546097697389,0.0012608145777019523,10.0,16.5,15.0,14.0,0.24481729677107053,16.0
HOU,Houston Rockets,21 - 24,0.4666666666666667,0.4827586206896552,112.44513669261548,111.90730610258842,0.5378305900270561,-0.0237923284818804,0.001260740224251715,11.0,16.5,17.0,20.0,-0.09448155559980623,17.0
LAL,Los Angeles Lakers,25 - 23,0.5208333333333334,0.41379310344827586,115.18434530072095,115.70206710131346,-0.5177218005925113,-0.0173685180557876,0.009235779108306598,3.0,18.0,18.0,19.0,-0.4380854247928652,18.0
MIA,Miami Heat,24 - 22,0.5217391304347826,0.3448275862068966,110.40296101040859,111.42310369198911,-1.0201426815805235,0.0140709461894755,-0.03200541178751809,28.0,20.0,20.0,15.0,-0.5018879633276832,19.0
UTAH,Utah Jazz,24 - 23,0.5106382978723404,0.3793103448275862,117.15222689611633,117.92588121962226,-0.773654323505923,-0.0167647613483876,-0.0011185746411571933,12.0,19.0,19.0,18.0,-0.5873414192222672,20.0
BKN,Brooklyn Nets,18 - 27,0.4,0.3103448275862069,113.10332804555173,114.56924968377906,-1.4659216382273286,-0.0295237676316559,-0.011606416348270965,19.0,21.0,21.0,21.0,-1.0219141235029645,21.0
CHI,Chicago Bulls,21 - 25,0.4565217391304347,0.27586206896551724,109.39937093149345,112.82023959391991,-3.4208686624264573,-0.1019010402856011,-0.017423890971980188,25.0,22.0,23.0,25.0,-2.000854769662924,22.0
TOR,Toronto Raptors,16 - 29,0.3555555555555555,0.2413793103448276,112.87128742850342,116.11832105538576,-3.2470336268823417,-0.0929867829297573,-0.007862928631412613,17.0,23.0,22.0,23.0,-2.0185452401092077,23.0
ATL,Atlanta Hawks,18 - 27,0.4,0.20689655172413793,118.95517387281825,122.91871114790182,-3.963537275083567,-0.0813903247589818,-0.017154446727076177,23.0,24.0,24.0,22.0,-2.1552851540892846,24.0
MEM,Memphis Grizzlies,18 - 27,0.4,0.1724137931034483,106.78905315206359,112.77644783117739,-5.987394679113805,-0.0944676831822598,0.012852013154992948,2.0,25.0,25.0,24.0,-2.68756687802897,25.0
SA,San Antonio Spurs,10 - 36,0.217391304347826,0.13793103448275862,112.65587337630937,121.81853578550363,-9.162662409194255,-0.1920497282941625,0.0034139836330279202,7.0,26.0,26.0,27.0,-4.052485323997049,26.0
POR,Portland Trail Blazers,13 - 32,0.2888888888888888,0.10344827586206896,106.93816279280504,116.98627573592499,-10.048112943119946,-0.1783876325468261,0.005258436892486586,4.0,27.0,27.0,26.0,-4.199806445963183,27.0
WSH,Washington Wizards,8 - 37,0.1777777777777777,0.06896551724137931,114.49478509622506,125.77059841251149,-11.275813316286431,-0.2531244322749963,-0.022379401635173136,26.0,28.0,29.0,29.0,-5.082806172926254,28.0
DET,Detroit Pistons,5 - 40,0.1111111111111111,0.034482758620689655,111.78245491492957,122.78609671749795,-11.003641802568382,-0.2512145039325159,-0.016428872932118175,22.0,29.0,28.0,28.0,-5.139097954743003,29.0
CHA,Charlotte Hornets,10 - 34,0.2272727272727272,0.0,108.07557604616407,120.52251038559444,-12.44693433943037,-0.2905077069269491,-0.010416454786172225,18.0,30.0,30.0,30.0,-5.782502688452893,30.0
