homeTeamAbbrev,teamName,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
BOS,Boston Celtics,0.8563218390804598,116.98195091327447,104.92043038542707,12.061520527847406,1.3017961132802054,1.0185703806447044,5.0,1.0,1.0,1.0,5.900423187271049,1.0
PHI,Philadelphia 76ers,0.8333333333333334,116.90560795439507,107.34231319031711,9.563294764077952,1.1554888992435406,0.9780334777098348,26.0,2.0,2.0,3.0,3.9701367988617564,2.0
MIN,Minnesota Timberwolves,0.778735632183908,113.69021024647095,104.65459319903582,9.035617047435139,1.1797870925880187,1.0176691511998373,6.0,3.5,3.0,2.0,3.7426259783592384,3.0
DEN,Denver Nuggets,0.778735632183908,114.64624682026897,106.31736642281356,8.328880397455407,1.1360833884730994,1.0007400138955533,18.0,3.5,4.0,5.0,3.208779841846484,4.0
NO,New Orleans Pelicans,0.7155172413793104,115.13049036350554,107.42309785863212,7.707392504873425,1.1392558522292948,0.9897613444387178,21.0,6.0,5.0,4.0,2.7599755901006437,5.0
ORL,Orlando Magic,0.7298850574712644,114.09890669728087,106.44186879110029,7.657037906180577,1.0870632813675558,0.9882068428800606,22.0,5.0,6.0,9.0,2.4280681785862734,6.0
NY,New York Knicks,0.6867816091954023,114.7627449493102,107.35015400672805,7.412590942582156,1.0570088871864622,1.003841164896289,14.0,7.0,7.0,14.0,1.94145070019112,7.0
LAC,LA Clippers,0.6522988505747127,114.76110883398057,107.65475966783262,7.10634916614795,1.087321795094257,0.9967926813189832,20.0,9.0,10.0,8.0,1.9152079325821938,8.0
MIL,Milwaukee Bucks,0.6695402298850575,118.21435007758858,111.16543255404075,7.0489175235478285,1.076386168836654,0.9625551808521667,29.0,8.0,11.0,10.0,1.8951143229474805,9.0
MIA,Miami Heat,0.646551724137931,113.67533293923431,107.11023408727011,6.565098851964194,1.1007322369736634,0.9657058874396222,28.0,10.0,13.0,6.0,1.8227840333421008,10.0
GS,Golden State Warriors,0.6350574712643678,115.66708895277148,108.44320618440698,7.223882768364504,1.0623229656377915,1.0293178467200794,2.0,11.0,8.0,13.0,1.6913181714081589,11.0
OKC,Oklahoma City Thunder,0.574712643678161,115.95130842991607,108.78226669670448,7.169041733211586,1.0942236269370142,1.0140462459855661,7.0,13.0,9.0,7.0,1.6373337128582983,12.0
CLE,Cleveland Cavaliers,0.57183908045977,112.92714090064307,106.61980896746655,6.307331933176513,1.0675714517117765,1.0190007871722346,4.0,14.0,14.0,11.0,1.16794985121471,13.0
SAC,Sacramento Kings,0.5316091954022988,116.08883143685112,109.48963673405322,6.599194702797902,1.0669993222514695,1.0284432012318943,3.0,16.0,12.0,12.0,1.0724313642168104,14.0
HOU,Houston Rockets,0.6063218390804598,111.99210155820978,105.74675001377103,6.245351544438748,1.023352853383869,1.01213047330252,10.0,12.0,15.0,16.0,0.9807460261361811,15.0
BKN,Brooklyn Nets,0.5603448275862069,114.92782540024002,109.25713583553454,5.670689564705484,0.9773282178039342,1.0017953765066976,16.0,15.0,16.0,18.0,0.26430742906919646,16.0
DAL,Dallas Mavericks,0.4827586206896552,115.96267162940099,110.99441522375945,4.96825640564154,1.0334309509490218,0.9770284341324538,27.0,17.0,17.0,15.0,0.11287210593537195,17.0
PHX,Phoenix Suns,0.46551724137931033,113.50516935237391,108.70620706768081,4.798962284693104,0.996073915902382,0.9598823397945383,30.0,18.0,18.0,17.0,-0.2884219773996013,18.0
ATL,Atlanta Hawks,0.4022988505747126,117.7266630118993,113.04892023312112,4.677742778778182,0.97623397375524,0.9988842642517358,19.0,19.0,19.0,20.0,-0.7530668282529309,19.0
LAL,Los Angeles Lakers,0.35344827586206895,113.40876161891104,108.90827356165279,4.500488057258252,0.9769965765183212,1.0131385899773693,9.0,23.5,20.0,19.0,-1.0200713286798324,20.0
IND,Indiana Pacers,0.39080459770114945,119.18198233883258,115.15891914473534,4.023063194097247,0.965042733943761,0.9876000717886434,24.0,20.0,21.0,21.0,-1.0852544806613063,21.0
TOR,Toronto Raptors,0.3793103448275862,112.89225913669684,108.95050785085489,3.9417512858419457,0.8974718707469574,1.0057789727219482,13.0,22.0,22.0,22.0,-1.6545779238159588,22.0
CHI,Chicago Bulls,0.35344827586206895,111.31598464788834,107.9430027786277,3.3729818692606415,0.8935794957933788,1.0104701856147784,11.0,23.5,23.0,23.0,-1.9716915921555536,23.0
UTAH,Utah Jazz,0.38218390804597696,113.32799866018365,110.72037288214241,2.607625778041239,0.8704873003419091,0.9848845030442557,25.0,21.0,24.0,24.0,-2.2443015366079173,24.0
MEM,Memphis Grizzlies,0.21551724137931033,110.06204738844144,108.30438747011632,1.7576599183251176,0.8524780406606184,1.0062329630269187,12.0,26.0,25.0,25.0,-3.3802409943549154,25.0
POR,Portland Trail Blazers,0.23563218390804597,110.85780861806987,109.70452633626374,1.1532822818061277,0.8284634433710453,0.9877467519034002,23.0,25.0,26.0,26.0,-3.6492262416311467,26.0
SA,San Antonio Spurs,0.10919540229885058,112.6341801266666,113.0452006534591,-0.41102052679249823,0.7957786887034843,1.0311168750260684,1.0,29.0,27.0,27.0,-4.929383131016264,27.0
WSH,Washington Wizards,0.15229885057471265,114.94779813677735,116.37775931336293,-1.4299611765855786,0.7947143629285238,1.0024036811723502,15.0,27.0,30.0,28.0,-5.054016238645425,28.0
DET,Detroit Pistons,0.14942528735632182,111.91798462935371,112.42362103507165,-0.5056364057179366,0.7436026567378952,1.0009867928849236,17.0,28.0,28.0,30.0,-5.158858594729103,29.0
CHA,Charlotte Hornets,0.10057471264367815,111.78684138007348,112.44422900352747,-0.6573876234539853,0.7574772558529602,1.0132298081424032,8.0,30.0,29.0,29.0,-5.3224143569771325,30.0
