homeTeamAbbrev,teamName,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
LA,Los Angeles Kings,0.9354838709677419,3.6648554812437713,2.0778159738798814,1.5870395073638899,1.1970476219006767,1.009655498519784,9.0,2.5,2.0,1.0,5.4934977042419995,1.0
NYR,New York Rangers,1.0,3.762364547447476,2.154060517403216,1.60830403004426,1.1044936924340796,0.9996099962035458,14.0,1.0,1.0,4.0,4.70620090458265,2.0
VGK,Vegas Golden Knights,0.9354838709677419,3.463512657190693,2.3081996868115358,1.1553129703791574,1.1158193209771476,0.9775257881322258,31.0,2.5,3.0,3.0,4.050865110059925,3.0
BOS,Boston Bruins,0.7741935483870968,3.3394121621125272,2.2944373119772044,1.0449748501353229,1.1643485315761808,0.9834041580132511,27.0,7.5,5.0,2.0,3.862044355939482,4.0
DAL,Dallas Stars,0.8064516129032258,3.6827608486251897,2.6410187580189377,1.041742090606252,1.0729936595089993,1.0060400713053235,12.0,5.5,6.0,7.0,2.936907394877341,5.0
COL,Colorado Avalanche,0.8064516129032258,3.525781772645557,2.4699017722802576,1.0558800003652995,1.0694823123532082,0.982547459664287,28.0,5.5,4.0,8.0,2.9136497334574,6.0
VAN,Vancouver Canucks,0.7096774193548387,3.68905928930861,2.6726718417949145,1.0163874475136954,1.081000304212938,0.9673400077983991,32.0,10.0,7.0,6.0,2.631148390461598,7.0
WPG,Winnipeg Jets,0.7741935483870968,3.043014524579882,2.3784051820074343,0.6646093425724477,1.0948563468884422,0.9994639097362518,15.0,7.5,10.0,5.0,2.614714414947234,8.0
TOR,Toronto Maple Leafs,0.8709677419354839,3.4937529990445504,2.789991134138251,0.7037618649062996,1.0123707899828802,0.997253501082464,18.0,4.0,9.0,15.0,2.086094564021358,9.0
PHI,Philadelphia Flyers,0.7419354838709677,3.0591993404384707,2.5273243592550365,0.5318749811834342,1.0554014546115458,1.007062247256996,10.0,9.0,12.0,10.0,1.8834143230515223,10.0
FLA,Florida Panthers,0.6774193548387096,2.9916103180707796,2.4167260001035458,0.5748843179672338,1.0360100662177651,0.9871341945846213,24.0,11.0,11.0,11.0,1.4685023997101616,11.0
NJ,New Jersey Devils,0.6451612903225806,3.5382569624071833,2.8160251976251764,0.7222317647820069,1.0286699413672509,0.9852286750737076,26.0,12.5,8.0,13.0,1.4379845611399125,12.0
NYI,New York Islanders,0.5806451612903226,3.134759127854785,3.0487028097056266,0.08605631814915826,1.0595432991268745,0.9911934074499782,22.0,15.0,17.0,9.0,0.787566303079204,13.0
NSH,Nashville Predators,0.5483870967741935,3.0587724948787605,2.9028950468671417,0.15587744801161874,1.0250973029927777,0.9815871622844792,30.0,17.0,16.0,14.0,0.3549715201920097,14.0
EDM,Edmonton Oilers,0.6129032258064516,3.190323057372614,2.827628146422567,0.3626949109500468,0.9529849795496158,0.9991696585288448,16.0,14.0,14.0,23.0,0.0224091729248741,15.0
PIT,Pittsburgh Penguins,0.5483870967741935,3.1556397694372236,3.1169855744127584,0.03865419502446521,1.003127348341432,0.9863254889029821,25.0,17.0,18.0,16.0,-0.03576033771086381,16.0
DET,Detroit Red Wings,0.4838709677419355,3.214975079297514,3.2685353898327296,-0.053560310535215816,1.0336199018695256,0.991257766776867,21.0,19.0,19.0,12.0,-0.04202322434880845,17.0
OTT,Ottawa Senators,0.6451612903225806,3.42278838907517,3.0567933121711603,0.3659950769040097,0.9344250875708602,1.0130929817192205,5.0,12.5,13.0,25.0,-0.06334754283131694,18.0
CAR,Carolina Hurricanes,0.5483870967741935,3.321442221150333,3.1213462763557995,0.2000959447945334,0.9556641025837366,0.9914734155044431,20.0,17.0,15.0,21.0,-0.3854991783688179,19.0
ARI,Arizona Coyotes,0.45161290322580644,2.921690855402736,3.1189737701001103,-0.19728291469737425,0.9834861033231171,1.0135707781433474,4.0,21.0,21.0,17.0,-0.9084165745804966,20.0
TB,Tampa Bay Lightning,0.45161290322580644,3.164251668508468,3.3219356224058143,-0.15768395389734646,0.9654614813792716,0.9817158934174199,29.0,21.0,20.0,20.0,-1.0671158301082797,21.0
STL,St. Louis Blues,0.45161290322580644,2.886792288559585,3.1964479757626907,-0.30965568720310577,0.9725002062978712,0.9956577642960891,19.0,21.0,23.0,18.0,-1.1678865886847378,22.0
CBJ,Columbus Blue Jackets,0.3225806451612903,2.9205184152572445,3.4738087273921616,-0.5532903121349171,0.9537892102702452,1.0124348393670701,7.0,26.5,26.0,22.0,-2.1614252487470718,23.0
CGY,Calgary Flames,0.3548387096774194,2.745177101357339,3.0346189078174546,-0.28944180646011564,0.9126872659431652,1.011553347318919,8.0,24.5,22.0,28.0,-2.1940732605150495,24.0
BUF,Buffalo Sabres,0.22580645161290322,2.8587037629968197,3.2986302345468697,-0.43992647155004994,0.9428313022261712,1.0128367119215362,6.0,28.5,24.0,24.0,-2.518451596507415,25.0
MTL,Montreal Canadiens,0.3548387096774194,2.8767764785795453,3.326280459460435,-0.44950398088088983,0.8755658146591249,1.0154291551238832,3.0,24.5,25.0,30.0,-2.8089642435106037,26.0
MIN,Minnesota Wild,0.3225806451612903,2.7972098099458442,3.665784589135736,-0.8685747791898919,0.922854539339082,1.0051982205834629,13.0,26.5,29.0,26.0,-2.8906946821933,27.0
WSH,Washington Capitals,0.06451612903225806,2.6216096916478318,3.198072467059734,-0.576462775411902,0.9695399561660608,0.9907379790402879,23.0,30.0,27.0,19.0,-2.987778213391722,28.0
SEA,Seattle Kraken,0.3870967741935484,2.8841084062561704,3.960231268768227,-1.0761228625120567,0.9133825244984496,0.997988885274513,17.0,23.0,30.0,27.0,-3.00167278583561,29.0
ANA,Anaheim Ducks,0.22580645161290322,2.7188773562036532,3.5060958559885846,-0.7872184997849314,0.8859402966803648,1.0312321539457663,2.0,28.5,28.0,29.0,-3.582398881726189,30.0
CHI,Chicago Blackhawks,0.03225806451612903,2.3842330785100394,3.989932612983449,-1.6056995344734095,0.8519773813289719,1.0069242935030422,11.0,31.5,31.0,31.0,-5.680163539707594,31.0
SJ,San Jose Sharks,0.03225806451612903,2.6823223551007405,4.331551174504806,-1.6492288194040658,0.8500305302253293,1.0321729954460108,1.0,31.5,32.0,32.0,-5.754299123918809,32.0
