homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
LA,Los Angeles Kings,17 - 10,0.6296296296296297,0.8709677419354839,3.4858039785099497,2.309894946221233,1.175909032288717,0.1584366728082767,0.004929617230212089,9.0,4.0,2.0,1.0,4.961960725233379,1.0
NYR,New York Rangers,21 - 8,0.7241379310344828,0.967741935483871,3.6828559056958388,2.2956387179600757,1.387217187735763,0.091981835366644,-0.003386056839238251,16.0,1.0,1.0,4.0,4.79623223683919,2.0
VGK,Vegas Golden Knights,21 - 11,0.65625,0.9032258064516129,3.355916918116338,2.455911038872909,0.9000058792434293,0.1004725921921851,-0.025352972566964293,31.0,3.0,4.0,3.0,3.9999427842168824,3.0
BOS,Boston Bruins,19 - 10,0.6551724137931034,0.7096774193548387,3.1754332135483,2.561125926236646,0.6143072873116537,0.1403083839140128,-0.02071437200706857,30.0,8.5,7.0,2.0,3.376068166666503,4.0
DAL,Dallas Stars,18 - 12,0.6,0.7741935483870968,3.637407026102703,2.7281843717467593,0.9092226543559438,0.0733673432103463,0.003739704321404985,12.0,6.0,3.0,7.0,3.1963777847865544,5.0
COL,Colorado Avalanche,19 - 12,0.6129032258064516,0.8064516129032258,3.4174667445615747,2.6094149758685328,0.808051768693042,0.0679115661288192,-0.02054453700059149,29.0,5.0,6.0,8.0,3.113804950647855,6.0
VAN,Vancouver Canucks,21 - 11,0.65625,0.6451612903225806,3.6358801005701356,2.783474738139542,0.8524053624305936,0.0915185247999238,-0.03510637402296478,32.0,12.0,5.0,6.0,2.858066269492061,7.0
TOR,Toronto Maple Leafs,16 - 12,0.5714285714285714,0.9354838709677419,3.3365579882247935,2.830108678441873,0.5064493097829206,0.0079884080892183,-0.006109319235045416,19.0,2.0,9.0,15.0,2.456001083890183,8.0
WPG,Winnipeg Jets,18 - 12,0.6,0.5806451612903226,2.9786874939538546,2.532065194218189,0.4466222997356657,0.0919382834800685,-0.0007391703925040201,14.0,14.0,10.0,5.0,2.072922522155161,9.0
NJ,New Jersey Devils,16 - 13,0.5517241379310345,0.7096774193548387,3.421654962152574,2.8525385862345223,0.5691163759180515,0.0259418307359528,-0.01601075588013089,25.0,8.5,8.0,12.0,1.9137791861608737,10.0
FLA,Florida Panthers,18 - 13,0.5806451612903226,0.6774193548387096,2.911453426494028,2.4863960358715635,0.4250573906224644,0.025760893802293,-0.01514095867103176,24.0,10.0,11.0,13.0,1.59591792806994,11.0
PHI,Philadelphia Flyers,17 - 13,0.5666666666666667,0.6451612903225806,2.966650913765899,2.63549962386851,0.33115128989738896,0.0376450499509474,0.0038112615691654832,11.0,12.0,13.0,10.0,1.4936489892017017,12.0
OTT,Ottawa Senators,11 - 15,0.4230769230769231,0.7419354838709677,3.3092361953896408,2.9595810089114343,0.3496551864782065,-0.0624667603559857,0.010261928174381284,5.0,7.0,12.0,25.0,0.6550224445908125,13.0
EDM,Edmonton Oilers,13 - 15,0.4642857142857143,0.6451612903225806,3.1114758338897883,2.786373628475803,0.32510220541398516,-0.0522590634635713,-0.001981903671896773,15.0,12.0,14.0,23.0,0.38396616335430467,14.0
NYI,New York Islanders,14 - 16,0.4666666666666667,0.3870967741935484,3.013966750207745,3.115065507856771,-0.10109875764902565,0.0574116329535971,-0.011492114345998183,20.0,21.0,17.0,9.0,0.1838919929778563,15.0
PIT,Pittsburgh Penguins,14 - 16,0.4666666666666667,0.5161290322580645,3.0034841923246676,3.1900641947721065,-0.1865800024474389,0.0061382140039387,-0.017411464411689396,26.0,15.0,19.0,16.0,-0.07589585819224504,16.0
NSH,Nashville Predators,18 - 13,0.5806451612903226,0.41935483870967744,2.9118954103262444,2.932190611179132,-0.020295200852887607,0.0167908407872329,-0.01956780487368617,28.0,18.0,16.0,14.0,-0.08362663301862638,17.0
DET,Detroit Red Wings,15 - 16,0.4838709677419355,0.3225806451612903,3.127369906934238,3.2866085876894173,-0.1592386807551791,0.0272426648633814,-0.011822735549665462,22.0,24.0,18.0,11.0,-0.5062648089813455,18.0
CAR,Carolina Hurricanes,16 - 15,0.5161290322580645,0.41935483870967744,3.1442146385897676,3.0385810603349634,0.10563357825480413,-0.0400619480133191,-0.011689860463581668,21.0,18.0,15.0,21.0,-0.6100249794847511,19.0
TB,Tampa Bay Lightning,14 - 18,0.4375,0.45161290322580644,3.045454863021955,3.2878784703113784,-0.24242360728942325,-0.0323501407169044,-0.018406015502396494,27.0,16.0,20.0,20.0,-0.864879167356031,20.0
ARI,Arizona Coyotes,15 - 15,0.5,0.3870967741935484,2.8112148512375916,3.108139987472086,-0.29692513623449424,-0.0084016096792664,0.006689039756302819,8.0,21.0,22.0,17.0,-0.8870697008252868,21.0
STL,St. Louis Blues,15 - 15,0.5,0.2903225806451613,2.7925328836480023,3.1805853959218906,-0.38805251227388826,-0.0305083935237148,-0.005563485433375237,18.0,26.0,24.0,19.0,-1.6440045885051917,22.0
CGY,Calgary Flames,13 - 19,0.40625,0.3870967741935484,2.6162048526874453,2.8999241795706197,-0.28371932688317436,-0.0802864097616506,0.010744079124302156,4.0,21.0,21.0,27.0,-1.7499605222715924,23.0
MTL,Montreal Canadiens,14 - 17,0.4516129032258064,0.41935483870967744,2.73394274436032,3.1208959653170996,-0.38695322095677964,-0.1171733936431891,0.01023537612699731,6.0,18.0,23.0,29.0,-2.220417470495117,24.0
WSH,Washington Capitals,15 - 13,0.5357142857142857,0.1935483870967742,2.4378770373027727,3.1588971562456143,-0.7210201189428416,-0.0252734524894046,-0.013028069339364136,23.0,27.5,27.0,18.0,-2.392740060077914,25.0
BUF,Buffalo Sabres,13 - 19,0.40625,0.1935483870967742,2.7616134450995404,3.233010210814438,-0.47139676571489764,-0.0556577224728018,0.014103873577677771,3.0,27.5,25.0,24.0,-2.4276997283145096,26.0
MIN,Minnesota Wild,12 - 17,0.4137931034482758,0.3225806451612903,2.7081819890372043,3.5767642475219357,-0.8685822584847314,-0.0734166189740506,0.002475176903133206,13.0,24.0,29.0,26.0,-2.698064253606964,27.0
CBJ,Columbus Blue Jackets,10 - 22,0.3125,0.12903225806451613,2.769650838368699,3.466908301416248,-0.6972574630475492,-0.0406463950509007,0.007608367124816849,7.0,30.0,26.0,22.0,-2.7909424986455775,28.0
SEA,Seattle Kraken,10 - 23,0.303030303030303,0.3225806451612903,2.8316835193995247,3.953262717159615,-1.1215791977600902,-0.0804259005434465,-0.004606077031786082,17.0,24.0,30.0,28.0,-3.1258105397765763,29.0
