CAL,STAN,probability
38,52,0.0012069257748289972
27,27,0.0012026624800360727
66,7,0.00118446415912164
45,35,0.0011815008868149212
34,45,0.0011797960021465107
27,31,0.0011739481288213169
45,41,0.0011634513241747444
56,24,0.0011609936965438607
30,13,0.0011565763158438655
55,24,0.0011526209150352364
41,45,0.001144975660421637
45,16,0.0011445944480223977
27,6,0.001139216966062104
49,27,0.0011359456300841012
38,23,0.001132477538099449
35,38,0.001131141689875225
62,10,0.0011303057283611581
52,38,0.0011289151923386772
66,17,0.001119692487632089
49,31,0.001108824187181747
63,7,0.0010828155276007578
37,20,0.0010807320646956573
30,24,0.0010777058590969706
49,6,0.0010760197110972482
45,52,0.0010686807251704203
38,59,0.0010675982486223058
42,38,0.0010585443382540509
44,14,0.0010582871938246846
59,21,0.0010423703456251168
24,21,0.0010295516924705781
31,35,0.0010284660960099752
63,17,0.0010236024470719628
33,7,0.001023101249231013
35,3,0.0010210434734433452
52,3,0.0010190336891708013
31,41,0.0010127544165432984
35,34,0.001007099314431231
28,21,0.0010068262060982062
52,34,0.0010051169773264185
45,23,0.0010027600221122184
48,38,0.001001223394975515
44,13,0.000999889052506746
56,20,0.0009994250528355083
35,28,0.0009984539235130465
52,28,0.0009964886036764983
31,16,0.0009963399914541826
55,20,0.0009922174619359646
39,10,0.0009850164644131564
51,10,0.000979036277659796
40,7,0.0009763573578155056
59,27,0.0009717371386327544
33,17,0.0009671536061508859
24,27,0.0009597871043768904
38,42,0.0009591075692373499
38,30,0.0009573237129821738
42,3,0.0009555122913416155
59,31,0.0009485362805779777
38,48,0.0009474717027545162
45,59,0.0009453122091870211
42,34,0.0009424630768125181
28,27,0.0009386015447586503
24,31,0.0009368715611850508
42,28,0.0009343725522651939
34,35,0.0009330888664628049
44,24,0.000931703576816897
31,52,0.0009302590506386157
30,20,0.0009277278923869126
40,17,0.0009229658747977933
59,6,0.0009204739095626172
34,41,0.00091883424665505
32,10,0.000917409656856582
28,31,0.0009161918206221628
24,6,0.0009091542899725096
41,35,0.0009055498062093399
35,45,0.0009051962565408608
34,16,0.0009039420519979174
48,3,0.0009037706080935857
52,45,0.0009034145016525736
41,41,0.0008917158953478443
48,34,0.0008914280179909016
28,6,0.0008890863579024117
48,28,0.0008837756012128143
27,38,0.000880777164135269
21,10,0.0008774911494842172
41,16,0.0008772632269359705
31,23,0.0008728767762136943
45,42,0.0008492483912312124
45,30,0.0008476688634457099
42,45,0.0008471002182545196
34,52,0.0008439892831126756
45,48,0.0008389453332551551
62,7,0.0008338274663760599
49,38,0.0008319166742836417
37,21,0.0008280318226324681
31,59,0.0008228699344560342
41,52,0.000819079896068944
73,10,0.0008125783164282947
38,49,0.0008068213931094129
44,20,0.000802043886421808
48,45,0.000801229127354453
27,3,0.0007950478556735509
34,23,0.0007919284892703395
66,14,0.0007907546519349187
62,17,0.00078823014009552
27,34,0.0007841900675282869
27,28,0.0007774582292767949
37,27,0.0007719226447671027
41,23,0.00076855561754685
56,21,0.000765736277397287
55,21,0.0007602139885485528
20,10,0.000757294266699171
37,31,0.0007534924880935521
49,3,0.0007509431385379354
66,13,0.0007471194249559152
34,59,0.0007465591499483485
49,34,0.000740687678505939
31,42,0.0007392488547570055
38,66,0.000738088028578046
31,30,0.0007378739164956604
49,28,0.0007343292842173053
37,6,0.0007312004722886489
31,48,0.0007302803081127745
39,7,0.0007266474567471111
41,59,0.0007245253028495815
63,14,0.0007228934780708123
51,7,0.0007222358680557577
36,10,0.0007216603907247736
35,35,0.0007159106721885616
52,35,0.0007145015000554118
45,49,0.0007144055495818221
56,27,0.0007138483767006038
59,38,0.0007116575892716025
30,21,0.0007108035772552389
55,27,0.000708700289759053
35,41,0.0007049738420374872
27,45,0.0007048420184299522
52,41,0.0007035861975569797
24,38,0.0007029059091802077
56,31,0.0006968047810593316
66,24,0.0006961710789768978
35,16,0.0006935478337862402
52,16,0.0006921826798384854
55,31,0.000691779608051638
28,38,0.0006873905360552287
39,17,0.000686911201331798
33,14,0.0006830279042210906
63,13,0.0006830029495483734
51,17,0.000682740857570705
38,9,0.000682276111043404
32,7,0.0006767738591529389
56,6,0.0006761898665940155
55,6,0.0006713133629332365
34,42,0.0006706928683358861
42,35,0.0006699630961568114
34,30,0.0006694454382176624
38,56,0.0006671877889564027
49,45,0.0006657414062764699
70,10,0.0006631500840848456
30,27,0.000662638031857771
34,48,0.0006625560410213539
42,41,0.0006597281983199692
43,10,0.000658433276463238
45,66,0.0006535451194023511
40,14,0.0006518214305581275
41,42,0.0006508981285457854
41,30,0.0006496875149135604
42,16,0.0006490355181266189
23,10,0.0006479935674384065
35,52,0.000647549184981325
21,7,0.0006473259434000271
30,31,0.0006468171166044343
52,52,0.000646274573075443
33,13,0.0006453372279022705
41,48,0.0006430014504664877
59,3,0.0006423893163484661
32,17,0.0006397649097979182
63,24,0.0006364269010400199
24,3,0.0006344894697430701
48,35,0.0006336841088289325
59,34,0.0006336163512320663
38,73,0.0006319075046962743
38,55,0.000630875712064697
59,28,0.0006281771051020571
30,6,0.000627681083247672
24,34,0.0006258243910390532
48,41,0.0006240034381294579
31,49,0.000621871633568543
29,10,0.0006217912837366287
47,10,0.0006205910293882096
28,3,0.0006204842654356897
24,28,0.0006204520345801244
40,13,0.0006158527821251576
44,21,0.000614507409190361
48,16,0.0006138897743199367
28,34,0.0006120104526287073
21,17,0.0006119273346454464
35,23,0.000607605639137053
28,28,0.0006067566811950742
52,23,0.000606409650631952
42,52,0.000605989090171912
45,9,0.000604126073303577
33,24,0.0006013297195146456
73,7,0.000599439693012895
66,20,0.0005992890568314585
38,37,0.0005914947604271149
45,56,0.0005907660147765097
69,10,0.0005876646189324136
40,24,0.0005738559077731028
48,52,0.0005731743416442797
44,27,0.000572867094676566
35,59,0.0005727960991476995
52,59,0.0005716686284558206
59,45,0.0005695040608207163
31,66,0.0005688941963726171
42,23,0.0005686091450406265
73,17,0.0005666597134967389
38,81,0.0005657426101697056
37,38,0.0005653222323601322
34,49,0.0005642009006451648
24,45,0.0005625005279051823
45,73,0.0005595268445196025
44,31,0.0005591895191065472
20,7,0.0005586566040131778
45,55,0.0005586132366401987
27,35,0.0005574525077348812
62,14,0.0005566677073934689
38,63,0.0005501467429469994
28,45,0.0005500843489266542
27,41,0.0005489364125972728
63,20,0.0005478591236897652
41,49,0.0005475491505746417
44,6,0.0005426459413073858
27,16,0.0005400394130126942
48,23,0.0005378185476393979
42,59,0.0005360337021913556
36,7,0.0005323694643700203
20,17,0.0005281068218589897
49,35,0.0005265282243791863
62,13,0.000525949808099979
31,9,0.0005258761893808839
26,10,0.0005238049454293432
45,37,0.0005237431022610439
56,38,0.0005227911897892288
55,38,0.0005190209570827383
49,41,0.0005184845535924694
33,20,0.0005176462098687904
34,66,0.0005161364510604589
35,42,0.0005145878377293432
31,56,0.0005142466024807515
35,30,0.000513630749324858
52,42,0.0005135749420299828
52,30,0.0005126197375229739
37,3,0.0005102973225285397
49,16,0.0005100811087634106
35,48,0.0005083448723252959
52,48,0.0005073442650485241
48,59,0.0005070070886350703
27,52,0.0005042220085167849
37,34,0.0005033283077961922
36,17,0.0005032571777789138
45,81,0.0005009406837646083
41,66,0.0005009032687392012
37,28,0.0004990075124995099
40,20,0.000493995766431308
62,24,0.0004900836909899111
70,7,0.000489206362991073
45,63,0.00048713121590766015
31,73,0.000487053709241946
31,55,0.0004862584371101175
43,7,0.00048572677012533494
30,38,0.00048528698303646926
39,14,0.00048511375571343607
51,14,0.00048216855534308613
42,42,0.00048156128187873366
42,30,0.00048066561998169214
23,7,0.00047802538818285834
34,9,0.00047710782042583653
49,52,0.00047625064943382177
42,48,0.00047571899373612337
27,23,0.0004731194832105999
56,3,0.00047190598409192693
55,3,0.00046850272211972484
34,56,0.0004665567307008817
56,34,0.0004654612711564878
41,9,0.000463026523899478
70,17,0.00046245442322976054
55,34,0.00046210448676074013
56,28,0.0004614655434375234
54,10,0.0004595947442017196
38,19,0.00045929644425762715
43,17,0.00045916510969352454
66,21,0.0004591613649878962
29,7,0.0004586959419241032
39,13,0.0004583443288255942
55,28,0.0004581375751802771
47,7,0.0004578105133031227
31,37,0.00045590488310733474
51,13,0.00045556164977123584
48,42,0.00045548438937063267
48,30,0.00045463722821460095
41,56,0.00045278683762827647
37,45,0.0004523991760290988
23,17,0.0004518848729392346
32,14,0.0004518178733495765
59,35,0.00045041506971573537
48,48,0.0004499584653661479
49,23,0.0004468735147076421
27,59,0.00044601461368708504
24,35,0.00044487604553062124
59,41,0.0004435341650074621
34,73,0.00044188563456414037
34,55,0.0004411641138694902
38,77,0.00043916311703057377
24,41,0.00043807975943339634
30,3,0.0004380522008971805
59,16,0.000436345493986083
31,81,0.00043605596501313404
50,10,0.00043586876497400223
28,35,0.00043505621367172714
29,17,0.00043361244519261026
69,7,0.00043352067320205395
35,49,0.0004328820764537253
47,17,0.0004327754356743303
21,14,0.0004321582861918944
30,34,0.000432069821396416
52,49,0.0004320300073579905
24,16,0.0004309794918099572
41,73,0.0004288438809297478
28,41,0.0004284099432640638
30,28,0.00042836074081578645
41,55,0.0004281436551005689
66,27,0.00042804762516192687
39,24,0.000427088434971804
32,13,0.00042688577158003544
51,24,0.00042449551526578327
31,63,0.000424035178864511
62,20,0.00042188163486114904
28,16,0.0004214664011710635
49,59,0.00042127226863874264
63,21,0.00041975694397705594
44,38,0.0004195426925270858
56,45,0.0004183637047291165
66,31,0.00041782770889317204
55,45,0.0004153465756083787
34,37,0.000413625468300663
38,26,0.0004128458332530884
69,17,0.0004098138700773435
38,70,0.00040863258226072653
21,13,0.00040831103488240416
77,10,0.0004082868097245714
59,52,0.0004074054524234137
45,19,0.00040668719431978425
66,6,0.0004054663090948284
42,49,0.0004050994453332317
24,52,0.00040239534329108637
38,12,0.0004018684550857896
46,10,0.00040153327626205835
41,37,0.0004014177814411245
27,42,0.0004006900465880158
73,14,0.00040018916752694014
27,30,0.00039994479812067107
32,24,0.0003977751324271815
38,62,0.00039714000812024095
33,21,0.00039660851069237826
35,66,0.0003960047182005907
27,48,0.00039582888603351623
34,81,0.00039561728644918156
52,66,0.00039522523713519725
28,52,0.00039351319588931433
63,27,0.0003913133305964084
45,77,0.000388860001306072
30,45,0.00038835095932241397
26,7,0.00038641133948411174
34,63,0.00038471127626087717
41,81,0.0003839410906650251
48,49,0.0003831630167029371
59,23,0.00038227497779151317
63,31,0.0003819704695724043
21,24,0.0003804670635207081
44,3,0.00037870704604909595
40,21,0.0003784880898912063
49,42,0.0003784620498231552
73,13,0.0003781060281905513
49,30,0.0003777581434871217
24,23,0.00037757391317418695
38,44,0.00037726329306765003
38,33,0.00037664353290091157
81,10,0.00037530585126157673
49,48,0.00037387055871015783
44,34,0.0003735351298609361
41,63,0.00037335695900565346
20,14,0.00037296215766054007
63,6,0.0003706699033700016
42,66,0.00037058889803572384
44,28,0.00037032853725080565
33,27,0.00036973348383820655
28,23,0.00036923965382503984
58,10,0.00036915681532761325
39,20,0.00036765305699573556
35,9,0.0003660600749876119
45,26,0.0003655571814488826
51,20,0.0003654209786288138
52,9,0.00036533953585225537
26,17,0.00036528068040240293
45,70,0.0003618265293907805
33,31,0.00036090585573221704
59,59,0.0003603745620131774
35,56,0.00035796477130453516
37,35,0.00035779798675506744
52,56,0.00035726016666604076
24,59,0.00035594281994035844
45,12,0.0003558371864790503
36,14,0.0003554127216570865
31,19,0.000354010729663412
40,27,0.0003528409408624253
20,13,0.00035238145242627486
37,41,0.000352331975475233
73,24,0.000352321828104814
45,62,0.000351650350604418
48,66,0.00035052124055904427
33,6,0.0003502284844681444
38,22,0.0003495777410271966
28,59,0.00034808602774327366
37,16,0.00034662148266131085
40,31,0.0003444166332390889
42,9,0.0003425661199718786
32,20,0.0003424191138385465
53,10,0.0003391729477768019
54,7,0.0003390434211751822
35,73,0.00033903591934444466
31,77,0.0003384926172301193
35,55,0.00033848233395288046
52,73,0.0003383685735592275
52,55,0.00033781607782470773
27,49,0.00033706886689496574
38,69,0.0003358714557363212
36,13,0.000335800425045509
44,45,0.00033573908391307125
42,56,0.00033499037773121086
40,6,0.000334227094321371
45,44,0.00033405037660484184
45,33,0.0003335016057042323
56,35,0.0003308796726761527
55,35,0.00032849345540967683
20,24,0.0003283514894041491
21,20,0.000327519706776452
70,14,0.0003265968027080051
56,41,0.0003258248873222209
43,14,0.0003242738077703935
48,9,0.00032401591624168455
59,42,0.00032375284488660936
37,52,0.0003236322682589906
55,41,0.0003234751238396609
62,21,0.00032323591615431263
59,30,0.0003231506928903101
50,7,0.0003215407467656464
34,19,0.0003211807095429034
56,16,0.000320544013580515
54,17,0.0003205030466708684
59,48,0.00031982508433360524
24,42,0.0003197714620279981
24,30,0.00031917671505585286
23,14,0.0003191323237073746
49,49,0.0003183702100486676
55,16,0.00031823233437192267
31,26,0.00031820811263769783
35,37,0.0003173533601016771
42,73,0.00031727639083518086
48,56,0.00031685040593517114
42,55,0.00031675833488584615
52,37,0.00031672869346547564
24,48,0.00031589200350163384
31,70,0.0003149606760927189
66,38,0.0003134832753688719
36,24,0.00031290117271228374
28,42,0.00031271308695490926
28,30,0.00031213146794351564
41,19,0.0003117014249535558
31,12,0.00030974710732537095
45,22,0.0003095360142070985
28,48,0.0003089192604395629
70,13,0.0003085746189852674
27,66,0.00030835386565884374
30,35,0.00030714289230054063
34,77,0.0003071017058730702
43,13,0.0003063798109778569
29,14,0.0003062278812802003
31,62,0.0003061025745157294
47,14,0.0003056367643640786
50,17,0.00030395749491321907
37,23,0.00030366927449155726
35,81,0.00030353661655498743
73,20,0.00030329127773645414
52,81,0.00030293914628661965
30,41,0.00030245072919179457
23,13,0.00030152204301255525
62,27,0.0003013327706274688
77,7,0.00030119351567032437
48,73,0.00030009564427082
48,55,0.0002996056414266919
56,52,0.0002992843530510979
41,77,0.0002980379471187292
30,16,0.00029754869691588304
45,69,0.00029739968966293115
55,52,0.00029712599292863864
42,37,0.00029698543124034757
46,7,0.000296211428474944
35,63,0.0002951690008160898
52,63,0.0002945880010535801
17,10,0.0002941801527407961
62,31,0.00029413825416757804
49,66,0.00029124815318442253
31,44,0.00029078225038290745
31,33,0.00029030455944585256
69,14,0.0002894207362920102
29,13,0.0002893296903251876
47,13,0.000288771192276047
34,26,0.0002886983326648215
70,24,0.0002875319771755828
63,38,0.00028658069186684353
37,59,0.0002862721552532226
34,70,0.0002857520548084877
43,24,0.0002854868398017871
62,6,0.0002854361971274073
27,9,0.00028503710687765227
77,17,0.0002847229392484525
42,81,0.0002840554545757355
66,3,0.0002829707853702548
20,20,0.00028265674966475757
39,21,0.00028168723851670587
34,12,0.00028102197863949806
23,24,0.00028096033780911973
48,37,0.00028090345484741
56,23,0.000280823240669473
41,26,0.0002801777286108149
46,17,0.0002800132943322803
51,21,0.00027997707188170257
66,34,0.0002791063175688213
55,23,0.00027879801723917463
27,56,0.0002787336007080754
38,29,0.00027792557282610127
30,52,0.0002778141705500891
34,62,0.0002777154301773483
41,70,0.00027731840680585547
38,18,0.00027696002072690856
81,7,0.00027686343545943654
66,28,0.0002767103441146241
42,63,0.00027622487743020335
38,32,0.00027580713215778025
69,13,0.00027344999304107883
41,12,0.00027272793347353356
59,49,0.0002723476799815643
58,7,0.00027232728658854114
33,38,0.0002707765601626661
29,24,0.0002695994187349938
41,62,0.00026951897404132834
31,22,0.00026944312920852763
36,20,0.000269356562400985
49,9,0.0002692248750952739
25,10,0.00026908191279822037
47,24,0.0002690790063665165
24,49,0.0002689984572587774
48,81,0.0002686736457924112
38,25,0.0002686375206806465
65,10,0.00026820069444124964
44,35,0.00026553268587598146
56,59,0.00026473496367469856
27,73,0.00026399442108188375
34,44,0.00026381587244336254
27,55,0.00026356336511811464
34,33,0.0002633824813022201
49,56,0.0002632710514694431
28,49,0.0002630608041818794
55,59,0.00026282576467117225
39,27,0.0002625995187741365
32,21,0.0002623535769855886
81,17,0.0002617233340465364
44,41,0.0002614761939171365
48,63,0.0002612671000758672
51,27,0.0002610052366272411
30,23,0.00026067742894817365
31,69,0.0002588787712269622
63,3,0.000258686730110528
40,38,0.0002584052038226932
26,14,0.00025797029137973685
58,17,0.0002574352416003379
44,16,0.0002572382648323252
37,42,0.0002571808180835554
37,30,0.00025670248423888096
39,31,0.0002563297839681748
41,44,0.0002560296459989515
41,33,0.00025560904590609843
63,34,0.0002551539041410124
69,24,0.00025480260630737317
51,31,0.00025477356634749627
37,48,0.0002540607075170777
63,28,0.0002529635489158718
21,21,0.0002509379971311652
66,45,0.0002508650241539345
53,7,0.0002502081628110318
49,73,0.00024934951740205057
59,66,0.0002491462967171689
49,55,0.0002489423739628119
39,6,0.00024874628753552484
70,20,0.00024751784814686
51,6,0.00024723611049035863
27,37,0.0002471110339589616
35,19,0.000246425293374803
45,29,0.0002460911092509269
24,66,0.0002460823953161368
52,19,0.0002459402389262285
43,20,0.00024575732047651494
30,59,0.00024574329930418174
45,18,0.00024523615450633933
32,27,0.0002445759468120281
34,22,0.0002444556850097056
33,3,0.000244420873167558
45,32,0.00024421532139647285
26,13,0.00024373503877559417
38,40,0.00024223931378474902
23,20,0.00024186074506301467
33,34,0.0002410828727689713
28,66,0.00024065057274507405
44,52,0.00024017727490952364
33,28,0.00023901330957008874
32,31,0.00023873653654354503
45,25,0.00023786693962157948
56,42,0.00023783226305385793
56,30,0.00023738991583052336
41,22,0.0002372408525529594
53,17,0.0002365256880811772
27,81,0.00023635245940763374
55,42,0.00023611707925899364
55,30,0.00023567792212761472
35,77,0.00023562320437418665
52,77,0.0002351594123587491
56,48,0.00023494688862145158
34,69,0.00023487103768669794
21,27,0.00023393391065843955
49,37,0.0002334027242313462
40,3,0.0002332536668293629
55,48,0.00023325251338891196
73,21,0.00023237473717721864
29,20,0.0002320808580750673
32,6,0.00023167353494773376
47,20,0.00023163286842584697
42,19,0.00023060957034769488
59,9,0.0002303066298643828
40,34,0.00023006817443357042
27,63,0.00022983691416069576
63,45,0.00022933622887100205
21,31,0.00022834858594498688
40,28,0.00022809316633128152
41,69,0.0002279390852316574
24,9,0.0002274744111430686
26,24,0.00022711400515238071
54,14,0.00022634721400183148
44,23,0.00022536213466441997
59,56,0.00022521347101869
49,81,0.00022324097398937614
28,9,0.0002224533260743916
24,56,0.0002224438859256039
21,6,0.00022159291104795867
35,26,0.00022150325100468677
52,26,0.00022106725218410252
30,42,0.00022077055554948184
62,38,0.00022068288283702415
42,77,0.00022050076589351535
30,30,0.00022035994161095478
69,20,0.00021934323074229633
35,70,0.00021924272487861888
52,70,0.00021881117559419445
48,19,0.00021812189493941624
30,48,0.0002180921732802673
28,56,0.00021753384057752708
49,63,0.00021708687400394012
17,7,0.00021701694087106573
33,45,0.0002166889708090362
73,27,0.00021662853624228025
20,21,0.00021656504072560155
37,49,0.00021634589547884486
35,12,0.00021561358286293773
52,12,0.00021518917704765604
50,14,0.00021466233429985195
45,40,0.00021449246583283
31,29,0.00021421597327477243
54,13,0.00021385697820635764
31,18,0.00021347175718636847
59,73,0.000213304387237079
35,62,0.00021307663979433663
59,55,0.00021295609908826186
52,62,0.00021265722760411816
31,32,0.0002125831482526821
44,59,0.00021245120735665396
73,31,0.00021145638863141216
24,73,0.00021068125528804632
24,55,0.0002103372502474318
48,77,0.00020856048957452528
42,26,0.0002072870395942539
31,25,0.0002070570454009047
40,45,0.00020678879159407703
36,21,0.000206374745960473
28,73,0.00020603084867808433
28,55,0.00020569443692483914
38,11,0.00020525588819714786
73,6,0.00020520046805900434
42,70,0.0002051715953898338
17,17,0.00020514950706691258
50,13,0.00020281689063651493
35,44,0.00020241223034941038
35,33,0.00020207971181411582
52,44,0.0002020138095889751
20,27,0.00020189013807408066
42,12,0.00020177537388389413
52,33,0.00020168194557088764
77,14,0.00020107841323418435
56,49,0.00020006948538218818
59,37,0.0001996628090174231
42,62,0.00019940125334198678
54,24,0.00019927342040858308
62,3,0.00019920299926904953
55,49,0.00019862663681838056
25,7,0.00019850194860241693
66,35,0.00019840664029804897
37,66,0.0001979153215924681
65,7,0.00019785187309498552
46,14,0.00019775234498994645
24,37,0.00019720743573536725
38,51,0.00019709136645367512
20,31,0.00019706987933342318
62,34,0.0001964825291130334
48,26,0.00019606229613328973
26,20,0.0001955078888669288
66,41,0.00019537562007432258
62,28,0.00019479583521062011
34,29,0.00019435014966137033
48,70,0.000194061404766071
34,18,0.00019367495020751734
34,32,0.00019286874851950946
28,37,0.0001928544392553361
36,27,0.0001923903591150468
39,38,0.00019231635083704693
66,16,0.00019220902960820002
27,19,0.00019188203654115407
38,15,0.00019144216675608073
20,6,0.0001912395825034094
51,38,0.00019114876863382405
59,81,0.00019097000731801284
44,42,0.00019086164793950304
48,12,0.00019084909111667366
44,30,0.00019050666195516674
77,13,0.00018998255413227213
70,21,0.00018964243000676328
42,44,0.0001894212920870931
42,33,0.0001891101147906932
50,24,0.00018898618998896126
24,81,0.00018862153463073468
41,29,0.00018861412528666755
48,62,0.00018860353092316282
44,48,0.00018854611970956363
43,21,0.00018829355457011078
41,18,0.00018795885357936808
34,25,0.00018785512185167243
36,31,0.0001877969137937986
25,17,0.0001876469954103794
35,22,0.00018755816307083743
52,22,0.00018718898050796795
41,32,0.00018717644602036598
65,17,0.00018703246886986818
46,13,0.00018684002416053107
31,40,0.0001867101679062893
30,49,0.00018571681936324297
59,63,0.00018570552339173136
38,39,0.00018544069530113932
23,21,0.00018530808893337677
81,14,0.0001848355206480749
28,81,0.0001844580563458314
27,77,0.00018347085923077732
24,63,0.00018342179121992532
56,66,0.00018302550391637682
37,9,0.00018294958149119378
41,25,0.00018231079086077057
36,6,0.0001822409569175787
58,14,0.00018180716323100464
45,11,0.0001817452373780862
55,66,0.0001817055720688917
63,35,0.0001813797312813098
49,19,0.00018123751635955592
35,69,0.0001802043604971163
52,69,0.00017984965288770418
66,52,0.00017946101826799569
28,63,0.00017937308784033896
48,44,0.0001791639918049151
32,38,0.00017911667855667645
37,56,0.00017890370890890486
48,33,0.00017886966498469455
63,41,0.00017860882788381342
29,21,0.00017781496652837986
47,21,0.00017747172725762788
77,24,0.00017702706592705042
70,27,0.00017679186008272236
62,45,0.00017660150024950016
63,16,0.00017571398864375337
43,27,0.00017553438728268924
42,22,0.00017552056774944395
81,13,0.00017463597281421048
45,51,0.0001745159054676625
46,24,0.00017409883463220314
39,3,0.00017359748704891956
49,77,0.00017329294315785563
23,27,0.00017275122307670204
70,31,0.00017257083910086467
51,3,0.0001725435499524619
27,26,0.00017247618668194556
60,10,0.00017243358146237474
58,13,0.00017177472546464859
54,20,0.00017154171406221467
33,35,0.00017137714128487685
43,31,0.00017134338928418935
21,38,0.0001713229188114638
