BYU,OU,probability
29,48,0.00012234394135112684
30,37,0.0001218942652696885
32,41,0.00012128874799678422
69,56,0.00012124363395599461
51,52,0.00012115385206101813
32,48,0.00012101296247550582
25,41,0.0001209582933031154
25,48,0.00012068325916744743
34,69,0.00012060072404962392
28,69,0.00012009314543167979
18,49,0.00011962616584874554
30,62,0.00011957134539301092
27,77,0.00011919775395649468
63,66,0.00011902085813726544
69,55,0.00011845336125731748
56,44,0.00011769294330709628
66,37,0.0001176085871374056
26,56,0.00011755348983112829
62,34,0.00011723015786010811
21,81,0.00011717390667306783
16,40,0.00011654737375329602
55,63,0.00011639055201315792
27,33,0.00011608019256568635
27,50,0.00011606884826416219
41,73,0.00011576913416163339
59,51,0.00011575965646263188
66,62,0.00011536733875607276
27,58,0.00011527970187712504
31,77,0.00011512577427186954
26,55,0.00011484814124821574
35,73,0.00011481804428745822
52,73,0.00011461904015602394
11,42,0.00011389132116777498
7,68,0.00011389127953275221
45,69,0.00011388971878914248
9,73,0.00011368299584417816
76,45,0.00011330696669883471
16,70,0.00011301295557619167
36,45,0.0001129617042881694
24,32,0.00011235424257159159
77,31,0.00011224397397572419
51,38,0.00011213486044216262
31,33,0.00011211471360131452
31,50,0.00011210375683868106
31,58,0.00011134156891310437
21,53,0.00011131134469921675
70,35,0.00011124058013827189
49,37,0.00011109540034788094
44,56,0.00011053913315397121
55,44,0.0001103493922322161
29,59,0.00011014278056115082
18,42,0.000109873380052417
37,31,0.00010974121622991667
12,31,0.00010965820777494237
38,39,0.00010939252829038058
38,47,0.0001091900588469564
23,51,0.00010905168722119599
49,62,0.00010897827274467025
40,41,0.00010896703344076233
38,27,0.0001089550395349398
32,59,0.0001089445380277644
63,63,0.00010891126050345816
40,48,0.00010871926494932387
7,71,0.00010869957524443668
25,59,0.00010864771549034475
77,66,0.00010847172967905872
44,55,0.0001079952113387697
73,37,0.00010758871674240572
3,68,0.00010757731380410883
59,73,0.00010756256008383875
19,35,0.00010726108381665318
78,45,0.00010694837390773273
15,41,0.00010647018870744239
15,48,0.00010622809752439158
37,66,0.00010605308347437144
12,66,0.00010597286472970194
69,34,0.00010580246228950593
33,56,0.00010556374154628322
39,52,0.00010556296784433297
73,62,0.00010553841545813918
29,49,0.00010530198602486838
21,46,0.00010505163846942415
32,49,0.00010415640646112196
81,37,0.00010406463366692974
25,49,0.00010387262932631579
17,76,0.00010386126046089218
10,68,0.00010363782179659285
22,56,0.00010354732086534294
63,44,0.00010325830744786317
33,55,0.000103134322232493
65,45,0.00010285090905387117
27,81,0.00010283933488602426
3,71,0.00010267342999760856
26,34,0.00010258228221179796
38,28,0.00010256598217423949
20,32,0.00010234064264214199
6,76,0.00010216431772641182
81,62,0.0001020814902805756
24,24,0.00010145474126040348
23,73,0.00010132959113229901
22,55,0.00010116430698655576
38,30,0.00010108173032230982
16,69,0.00010083636257860281
62,35,0.00010035339020616849
7,26,0.00010019113043091604
41,40,0.00010011453275239656
31,81,9.932618410476799e-05
35,40,9.929205170813442e-05
38,54,9.928311914323847e-05
77,63,9.925817199798663e-05
52,40,9.9119957429477e-05
10,71,9.891351870630822e-05
21,65,9.848471039421614e-05
9,40,9.83104874477361e-05
40,59,9.787687081059289e-05
39,38,9.770460010733316e-05
27,53,9.769397453031704e-05
70,31,9.765824951632205e-05
56,37,9.71853037124967e-05
41,70,9.707845726689149e-05
37,63,9.704496490985926e-05
12,63,9.697155992240837e-05
29,42,9.671701043577327e-05
44,34,9.646124984411576e-05
35,70,9.628091880056609e-05
34,39,9.62612308280291e-05
52,70,9.611404345672526e-05
34,47,9.60830654804165e-05
34,27,9.587625749639202e-05
28,39,9.585609111688452e-05
28,47,9.567867562315231e-05
32,42,9.566482676094967e-05
21,36,9.564623661615293e-05
15,59,9.563414343075539e-05
38,43,9.551631291888034e-05
28,27,9.547273804278037e-05
25,42,9.540418518005868e-05
56,62,9.533325863707639e-05
9,70,9.532912147915767e-05
51,41,9.529122623530658e-05
51,48,9.507455370026434e-05
3,26,9.463668090282092e-05
70,66,9.437619559652809e-05
31,53,9.435659721913943e-05
19,31,9.416464453653089e-05
77,44,9.41062548858807e-05
48,51,9.392329881636284e-05
40,49,9.35751651605772e-05
17,61,9.348534046596962e-05
59,40,9.301767282296795e-05
20,24,9.241256210744305e-05
27,46,9.220005490664252e-05
33,34,9.21195069767006e-05
17,64,9.204119325888248e-05
37,44,9.200792256564842e-05
11,56,9.197082263955237e-05
6,61,9.195792525282686e-05
12,44,9.193832760616146e-05
42,51,9.14407115800276e-05
15,49,9.143100604269366e-05
10,26,9.117107616841211e-05
55,37,9.112134421342766e-05
24,60,9.108644086100946e-05
19,66,9.100000209989298e-05
45,39,9.090463258570423e-05
45,47,9.073638151177852e-05
69,35,9.057085631141386e-05
45,27,9.054108166321205e-05
6,64,9.053737332178115e-05
22,34,9.035989068928056e-05
34,28,9.025413197298025e-05
59,70,9.01968168651721e-05
28,28,8.98742746551109e-05
11,55,8.985422758946371e-05
55,62,8.938485906218088e-05
17,29,8.930921414837527e-05
31,46,8.905035838938936e-05
34,30,8.89480472489279e-05
18,56,8.872620886294697e-05
28,30,8.857368691861294e-05
30,51,8.840272772130426e-05
62,31,8.810037136071232e-05
76,52,8.792661501519864e-05
6,29,8.785003079744433e-05
26,35,8.781426198644518e-05
36,52,8.765869013867735e-05
23,40,8.762754203584147e-05
38,77,8.755560231886901e-05
34,54,8.736533836940669e-05
48,73,8.727246418071891e-05
28,54,8.699763926929582e-05
18,55,8.668428459715614e-05
43,45,8.665851379948424e-05
41,69,8.661872849556654e-05
17,57,8.660323772606347e-05
27,65,8.643649768922343e-05
47,45,8.64046234520044e-05
70,63,8.635990854716037e-05
40,42,8.594624438733197e-05
35,69,8.590712089667889e-05
58,45,8.581383010995491e-05
52,69,8.575822555462566e-05
51,59,8.559292425526484e-05
66,51,8.529457791465733e-05
63,37,8.526585951694754e-05
38,33,8.526562657454502e-05
38,50,8.525729372329685e-05
45,28,8.52318076111329e-05
6,57,8.518826611499722e-05
62,66,8.513953425179605e-05
9,69,8.50578750795639e-05
23,70,8.497014730087264e-05
42,73,8.496567227297099e-05
38,58,8.467763357919702e-05
54,45,8.454477072077638e-05
34,43,8.405069330987496e-05
45,30,8.39984018989424e-05
15,42,8.3976892548789e-05
27,36,8.394527106961516e-05
28,43,8.369694473096993e-05
63,62,8.36409614182905e-05
31,65,8.348369320325024e-05
19,63,8.32704879600727e-05
39,41,8.302851687999554e-05
78,52,8.29923240649548e-05
20,60,8.296833907060816e-05
39,48,8.283972720917357e-05
44,35,8.257442984025281e-05
45,54,8.250376519062892e-05
14,76,8.247798827133824e-05
13,76,8.217726921504754e-05
30,73,8.214281212183408e-05
70,44,8.187746562394148e-05
51,49,8.18311002122511e-05
76,38,8.138114088948104e-05
36,38,8.113316100170522e-05
31,36,8.107757073911578e-05
49,51,8.057094733959758e-05
16,39,8.048568904149949e-05
59,69,8.047855117567063e-05
16,47,8.033672189613298e-05
11,34,8.02577354089193e-05
16,27,8.016380614437795e-05
65,52,7.981267655306444e-05
69,31,7.951227217237357e-05
45,43,7.937356844686349e-05
66,73,7.925475456756038e-05
17,78,7.918319037966489e-05
19,44,7.894839897516161e-05
33,35,7.885773591010817e-05
29,56,7.81020267550736e-05
73,51,7.802775635933515e-05
62,63,7.790780657409149e-05
6,78,7.788945160727302e-05
77,37,7.77085244479437e-05
18,34,7.742634446869145e-05
22,35,7.735143869846991e-05
32,56,7.725235535650511e-05
26,31,7.709225444081869e-05
34,77,7.704557319245088e-05
25,56,7.704187908524204e-05
21,32,7.702359833276612e-05
69,66,7.68400599850002e-05
78,38,7.681417072985334e-05
28,77,7.672130743146219e-05
29,55,7.630460493707422e-05
77,62,7.622764529724668e-05
37,37,7.597582019141563e-05
12,37,7.59183519432391e-05
23,69,7.58150296831376e-05
38,81,7.553967762936298e-05
32,55,7.547448767779469e-05
81,51,7.547194656878196e-05
48,40,7.547125610704028e-05
16,28,7.546304922762929e-05
25,55,7.526885525832212e-05
51,42,7.515964011666409e-05
34,33,7.503048233423598e-05
34,50,7.502314974461591e-05
8,45,7.501471489986175e-05
49,73,7.486561060264427e-05
28,33,7.471469759225365e-05
28,50,7.470739586368964e-05
39,59,7.457825696132489e-05
37,62,7.452796091371253e-05
34,58,7.451307104175528e-05
26,66,7.450137310589413e-05
12,62,7.447158782891938e-05
16,30,7.437100907753263e-05
14,61,7.423829424251596e-05
28,58,7.419946395592564e-05
13,61,7.396761754133607e-05
65,38,7.38712240225417e-05
62,44,7.38640633358638e-05
42,40,7.347639456062189e-05
48,70,7.318251316206184e-05
14,64,7.309147245468422e-05
16,54,7.30476786606596e-05
13,64,7.282497712568614e-05
45,77,7.275825857584384e-05
73,73,7.25025063832787e-05
44,31,7.249219900672764e-05
38,53,7.176020100217751e-05
39,49,7.130052947901011e-05
42,70,7.124814783004459e-05
30,40,7.10352488519405e-05
14,29,7.092196151254811e-05
45,33,7.085530042210809e-05
45,50,7.084837586525814e-05
13,29,7.066337633384352e-05
56,51,7.048277393197879e-05
45,58,7.03666812445424e-05
69,63,7.03132872767236e-05
16,43,7.027624628596852e-05
81,73,7.012767690848681e-05
44,66,7.00559142373109e-05
21,24,6.955152792576326e-05
40,56,6.940429453301915e-05
33,31,6.922930858711009e-05
76,41,6.915698362853678e-05
41,39,6.913744078610374e-05
41,47,6.90094775753205e-05
76,48,6.89997349546487e-05
36,41,6.894625248306896e-05
30,70,6.888103235892125e-05
41,27,6.886094244205247e-05
17,72,6.884026316157184e-05
36,48,6.878948296821057e-05
14,57,6.877309974607659e-05
11,35,6.870361676187268e-05
35,39,6.856944897780152e-05
66,40,6.853772190141104e-05
13,57,6.852234942969172e-05
52,39,6.845060351477838e-05
35,47,6.844253703612315e-05
52,47,6.83239115385321e-05
35,27,6.829522217855498e-05
52,27,6.817685200899585e-05
26,63,6.817324779194197e-05
29,34,6.815522160517602e-05
22,31,6.790692831224042e-05
9,39,6.789159693109734e-05
15,56,6.78139810060499e-05
40,55,6.780704029469173e-05
9,47,6.776593959362975e-05
38,46,6.772469340429238e-05
6,72,6.771551285627651e-05
9,27,6.762008103590358e-05
70,37,6.761056474821356e-05
27,32,6.760084943801395e-05
32,34,6.74137614297235e-05
43,52,6.724731940701482e-05
25,34,6.723009069150371e-05
47,52,6.705029958123244e-05
33,66,6.690268155111171e-05
50,45,6.676210341967931e-05
69,44,6.666373157125764e-05
58,52,6.65918418159831e-05
34,81,6.647202015162162e-05
66,70,6.645924546470953e-05
70,62,6.632212083020362e-05
18,35,6.627984044835819e-05
15,55,6.625332587211958e-05
28,81,6.619225586010184e-05
55,51,6.608494143901308e-05
22,66,6.562474322954439e-05
54,52,6.560704715070617e-05
56,73,6.549179427101528e-05
39,42,6.548759728110931e-05
48,69,6.5297455446583e-05
31,32,6.529149983671639e-05
78,41,6.527601222521975e-05
19,37,6.519187910864172e-05
78,48,6.512758807742507e-05
41,28,6.482297858969601e-05
49,40,6.474208932272149e-05
26,44,6.463476914764185e-05
16,77,6.441914353941628e-05
35,28,6.4290431818944e-05
59,39,6.42364666752657e-05
52,28,6.417900280425331e-05
59,47,6.411757444506921e-05
44,63,6.410538492764215e-05
59,27,6.397956858269145e-05
19,62,6.394952770314798e-05
41,30,6.388491292718517e-05
9,28,6.365488054295117e-05
42,69,6.357150851435479e-05
38,65,6.349112601799266e-05
35,30,6.336007274212533e-05
52,30,6.325025623791723e-05
34,53,6.31462256233802e-05
14,78,6.288071431484573e-05
28,53,6.288045877842234e-05
49,70,6.277871932169246e-05
65,41,6.277512178509183e-05
45,81,6.277308649738581e-05
41,54,6.27481682533608e-05
16,33,6.273429103119937e-05
9,30,6.273371864962738e-05
16,50,6.272816012550708e-05
73,40,6.269853016094446e-05
13,78,6.265144794373303e-05
65,48,6.26323841447851e-05
21,60,6.24436182725295e-05
16,58,6.230167445197071e-05
43,38,6.224126305961197e-05
35,54,6.223266688176473e-05
52,54,6.212480441209369e-05
76,59,6.211850445520605e-05
47,38,6.205890987568414e-05
36,59,6.192922055484241e-05
63,51,6.183830343554404e-05
38,36,6.166121865856195e-05
58,38,6.163458083743807e-05
9,54,6.161745790391047e-05
30,69,6.14594381530882e-05
55,73,6.140537818946804e-05
33,63,6.12199869235495e-05
27,24,6.104288126322457e-05
62,37,6.0993473584938284e-05
73,70,6.0797133179253135e-05
44,44,6.077804549614873e-05
54,38,6.0723096716409886e-05
51,56,6.069377244855561e-05
81,40,6.0644831263071876e-05
40,34,6.056520260457317e-05
23,39,6.051413148696717e-05
23,47,6.040212875046455e-05
7,23,6.03744729546574e-05
41,43,6.036749978944171e-05
11,31,6.031499422301521e-05
23,27,6.0272119966760445e-05
59,28,6.022784552947194e-05
22,63,6.00505963173496e-05
35,43,5.987155656420476e-05
62,62,5.983113053438877e-05
52,43,5.9767786401721864e-05
45,53,5.963236071355031e-05
34,46,5.959513365705214e-05
76,49,5.9388385282285325e-05
59,30,5.935627691217941e-05
28,46,5.934431247984764e-05
66,69,5.929858694706694e-05
51,55,5.9296980132809e-05
53,45,5.9287318652327754e-05
9,43,5.927968864399514e-05
36,49,5.9207420442562965e-05
15,34,5.917742593147605e-05
31,24,5.89575620005348e-05
81,70,5.8805714798574406e-05
78,59,5.863252044088885e-05
29,35,5.834341327505406e-05
59,54,5.830011312410525e-05
11,66,5.828795539943981e-05
8,52,5.821168944541927e-05
18,31,5.818715785518316e-05
33,44,5.8042411799148334e-05
32,35,5.770869569326668e-05
25,35,5.7551466686682725e-05
63,73,5.745945031303292e-05
3,23,5.702740060035138e-05
22,44,5.6933717489823e-05
23,28,5.6737799449211965e-05
24,76,5.668273102828169e-05
56,40,5.6635824652575666e-05
65,59,5.6386159107642885e-05
77,51,5.635741364203588e-05
45,46,5.6278874500042393e-05
18,66,5.6231630386012654e-05
59,43,5.608820408164425e-05
78,49,5.6055610877205345e-05
49,69,5.601461948736197e-05
23,30,5.591673595309251e-05
34,65,5.586975667045544e-05
28,65,5.5634614683546673e-05
16,81,5.557841197191396e-05
41,77,5.5336231508827435e-05
37,51,5.5100785348059145e-05
12,51,5.505910701409544e-05
69,37,5.5047777864268904e-05
10,23,5.493905147793711e-05
23,54,5.492177409340008e-05
56,70,5.491828540925405e-05
35,77,5.4881622170645995e-05
27,60,5.480452391965634e-05
52,77,5.478650062751615e-05
46,45,5.4669639617651745e-05
14,72,5.466722040961437e-05
76,42,5.454661679176714e-05
13,72,5.44679008665924e-05
36,42,5.4380405507890665e-05
9,77,5.4339082884281574e-05
34,36,5.425950835210151e-05
73,69,5.424653955598602e-05
28,36,5.403114350208324e-05
69,62,5.399874100363458e-05
65,49,5.3907977518803414e-05
41,33,5.388893830791934e-05
41,50,5.388367184211264e-05
8,38,5.3878267682129075e-05
41,58,5.351731940913491e-05
35,33,5.344621906391813e-05
35,50,5.344099586424051e-05
26,37,5.3372356009571734e-05
52,33,5.335358538016862e-05
52,50,5.3348371233408785e-05
11,63,5.333699314620143e-05
55,40,5.310198431077269e-05
35,58,5.30776531634501e-05
52,58,5.2985658282924896e-05
51,34,5.29640226143903e-05
31,60,5.29323165951136e-05
9,33,5.2917869638318905e-05
9,50,5.291269807324889e-05
43,41,5.2892082408608814e-05
39,56,5.288329376528035e-05
23,43,5.28380393931502e-05
16,53,5.279765733254967e-05
43,48,5.277181675528584e-05
45,65,5.2760801613411456e-05
47,41,5.273712026359988e-05
47,48,5.2617206962136795e-05
9,58,5.2552947243139335e-05
81,69,5.246968676193239e-05
58,41,5.237652914838133e-05
77,73,5.2366669669567324e-05
26,62,5.235524740019258e-05
58,48,5.225743575651679e-05
48,39,5.2119201445590935e-05
48,47,5.202273648703006e-05
48,27,5.191076340204858e-05
40,35,5.184607374789369e-05
50,52,5.180763315807121e-05
39,55,5.166624998331205e-05
20,76,5.163086846898277e-05
54,41,5.160195789333807e-05
55,70,5.149161238608574e-05
78,42,5.1485554136784784e-05
54,48,5.1484625716267716e-05
18,63,5.145533179102237e-05
59,77,5.141358937842024e-05
45,36,5.124015793897914e-05
29,31,5.121975815090926e-05
37,73,5.119902490882499e-05
12,73,5.1160297873533454e-05
24,61,5.102002792191392e-05
42,39,5.074158304943781e-05
32,31,5.066253876300656e-05
15,35,5.065808512332386e-05
42,47,5.0647667859442294e-05
11,44,5.0568578594865895e-05
42,27,5.0538654454913815e-05
25,31,5.0524507214293914e-05
24,64,5.023187835256234e-05
44,37,5.018765479577408e-05
72,45,5.007912652146524e-05
59,33,5.006889104402429e-05
59,50,5.0063997904338445e-05
16,46,4.982852758736439e-05
59,58,4.9723615246478965e-05
63,40,4.968963499603731e-05
38,32,4.9655575657682036e-05
65,42,4.951301130280898e-05
29,66,4.949838787402349e-05
44,62,4.923123653744994e-05
30,39,4.905576819075367e-05
70,51,4.90339585155712e-05
56,69,4.9001108868347904e-05
30,47,4.896497319554191e-05
32,66,4.895989526123e-05
48,28,4.886674775642924e-05
30,27,4.8859581601885414e-05
25,66,4.882650261386723e-05
18,44,4.878458338787192e-05
24,29,4.8740888965291486e-05
17,68,4.866645832027676e-05
23,77,4.843430638224455e-05
63,70,4.8182746050470595e-05
48,30,4.815958774764538e-05
50,38,4.7950945142818854e-05
33,37,4.792869700086698e-05
6,68,4.7871318799602625e-05
41,81,4.7742017400293505e-05
42,28,4.757509844480828e-05
43,59,4.75089699457126e-05
47,59,4.736977913388035e-05
35,81,4.734979757718661e-05
66,39,4.73310173787913e-05
48,54,4.730265373369266e-05
19,51,4.7279828347384614e-05
52,81,4.726773029064717e-05
24,57,4.7264090657297465e-05
66,47,4.724341464307296e-05
23,33,4.716752979832521e-05
23,50,4.716292020328272e-05
66,27,4.714172851043434e-05
58,59,4.704588732105165e-05
33,62,4.701532734659945e-05
22,37,4.7013189323444466e-05
42,30,4.6886630139084024e-05
9,81,4.688171510493114e-05
23,58,4.6842261829936614e-05
16,65,4.67136751059823e-05
20,61,4.6472855191219264e-05
17,71,4.644801050412196e-05
54,59,4.6350148359738355e-05
39,34,4.6148259597503574e-05
22,62,4.6117266355257124e-05
42,54,4.605234666522339e-05
53,52,4.6007173206590125e-05
30,28,4.5994485404346445e-05
55,69,4.594364309691639e-05
8,41,4.578528188842995e-05
60,45,4.576597771941058e-05
20,64,4.575494964907499e-05
6,71,4.5689117211220746e-05
8,48,4.56811756292672e-05
70,73,4.556179821319824e-05
40,31,4.5515735356826525e-05
48,43,4.5507988819351435e-05
43,49,4.542094237853195e-05
16,36,4.5367318485400895e-05
41,53,4.5353341083928704e-05
51,35,4.533917999712008e-05
30,30,4.532889045080736e-05
29,63,4.529400897136605e-05
47,49,4.528786902730842e-05
77,40,4.528551330830701e-05
7,21,4.519827182840544e-05
35,53,4.498074519490086e-05
58,49,4.497821231649821e-05
52,53,4.4902783980839704e-05
38,24,4.483848108607436e-05
32,63,4.4801255767020126e-05
49,39,4.470981628599917e-05
25,63,4.467919345295566e-05
49,47,4.462706500709104e-05
9,53,4.453608229258538e-05
49,27,4.453101027256628e-05
30,54,4.452232482475645e-05
15,31,4.4472798603201334e-05
20,29,4.439684506331638e-05
66,28,4.437736617509564e-05
59,81,4.435770943896892e-05
54,49,4.431305120464037e-05
42,43,4.4305118460047934e-05
37,40,4.427576048870578e-05
12,40,4.424227022317711e-05
62,51,4.42349722210163e-05
76,56,4.404810803057657e-05
40,66,4.3986063277099044e-05
19,73,4.393188035255436e-05
36,56,4.3913887193085576e-05
77,70,4.391218385229381e-05
66,30,4.373517286174881e-05
34,32,4.3695002803067255e-05
28,32,4.351110134386275e-05
73,39,4.329856812196199e-05
73,47,4.321842885536193e-05
24,78,4.321456780261005e-05
73,27,4.3125406051607775e-05
20,57,4.3051666773349877e-05
76,55,4.3034395151344434e-05
63,69,4.299129091887538e-05
15,66,4.2978177066334144e-05
66,54,4.29569652610584e-05
29,44,4.2943059168460217e-05
37,70,4.293305281853853e-05
36,55,4.290326324088593e-05
12,70,4.2900578179526594e-05
30,43,4.283314572039299e-05
17,26,4.2812298651674994e-05
41,46,4.280285000422679e-05
3,21,4.269254583701036e-05
53,38,4.258228573913684e-05
32,44,4.2475881930449496e-05
35,46,4.245120742246556e-05
46,52,4.242383761324671e-05
52,46,4.237763043625341e-05
25,44,4.2360155164500756e-05
59,53,4.2138360199981694e-05
6,26,4.2112807630470624e-05
9,46,4.2031550588914255e-05
49,28,4.191973886946497e-05
81,39,4.1880317623851833e-05
81,47,4.1802803329847946e-05
23,81,4.178729622568156e-05
11,37,4.175715663961122e-05
43,42,4.171790033465916e-05
48,77,4.171517146796267e-05
81,27,4.171282750070478e-05
47,42,4.15956760805414e-05
78,56,4.1576203695432236e-05
66,43,4.132717597239351e-05
49,30,4.13131103486781e-05
58,42,4.131126481289574e-05
7,25,4.129772243956214e-05
45,32,4.1263529891283766e-05
10,21,4.11291405319507e-05
8,59,4.112546683999261e-05
62,73,4.110263456825247e-05
11,62,4.0961397061118464e-05
50,41,4.074829489940732e-05
54,42,4.070033242096694e-05
50,48,4.0655641706628566e-05
48,33,4.062413070869689e-05
48,50,4.0620160587888765e-05
78,55,4.0619378645730166e-05
42,77,4.061255312349437e-05
73,28,4.0596558426538926e-05
49,54,4.057800003865068e-05
48,58,4.0343986115166794e-05
18,37,4.0284017204556453e-05
38,60,4.025615368000753e-05
40,63,4.024989964841968e-05
41,65,4.012718267064698e-05
73,30,4.0009077901814864e-05
65,56,3.998331333932458e-05
69,51,3.9922909477579234e-05
51,31,3.980332489744759e-05
35,65,3.979752176928837e-05
59,46,3.976866682712887e-05
52,65,3.9728544185650856e-05
23,53,3.9696552468829095e-05
42,33,3.955035083026853e-05
42,50,3.9546485647972667e-05
18,62,3.9516331013004705e-05
39,35,3.9504632487573844e-05
34,24,3.9456144265607635e-05
9,65,3.9404098284234556e-05
70,40,3.940081415055615e-05
20,78,3.936305865444703e-05
15,63,3.9327623004002755e-05
8,49,3.931799535464571e-05
73,54,3.929717106613757e-05
28,24,3.929008311354108e-05
42,58,3.927761103832644e-05
81,28,3.926681262414153e-05
46,38,3.926570248700363e-05
30,77,3.926326046469064e-05
77,69,3.918086090194244e-05
56,39,3.9111763953129685e-05
65,55,3.906314669656408e-05
56,47,3.903937384383532e-05
49,43,3.903846880276079e-05
3,25,3.900823719342056e-05
41,36,3.8970658420920664e-05
56,27,3.8955345985628956e-05
72,52,3.8861582886196733e-05
21,76,3.885841608824564e-05
26,51,3.8707824734163105e-05
81,30,3.869857510404692e-05
35,36,3.865049883017579e-05
14,68,3.864685986608791e-05
52,36,3.8583509281652006e-05
13,68,3.850595139497808e-05
51,66,3.846563290370908e-05
76,34,3.8438292690242635e-05
36,34,3.832116575636781e-05
37,69,3.830722644624372e-05
12,69,3.827825079068882e-05
9,36,3.826841438690349e-05
30,33,3.823634828858834e-05
30,50,3.8232611521319255e-05
70,70,3.820594420847393e-05
40,44,3.8160760360589094e-05
81,54,3.8009986873767e-05
19,40,3.799129799389799e-05
30,58,3.7972669877198025e-05
66,77,3.7882804243855656e-05
73,43,3.780623454189286e-05
10,25,3.757975163994601e-05
24,72,3.756987064655142e-05
23,46,3.7464176627338006e-05
15,44,3.728635375781029e-05
59,65,3.728267062082812e-05
45,24,3.7260548892433484e-05
69,73,3.7095914765348115e-05
66,33,3.689199725323653e-05
66,50,3.6888391866896106e-05
14,71,3.688515283355784e-05
19,70,3.68391730692673e-05
13,71,3.675066763837152e-05
55,39,3.667135225003357e-05
56,28,3.667102815076371e-05
66,58,3.663758950604973e-05
55,47,3.660347898304072e-05
50,59,3.660112118028244e-05
81,43,3.656788617850871e-05
16,32,3.65341516831208e-05
55,27,3.6524694114355326e-05
44,51,3.639814860908726e-05
78,34,3.628120157816578e-05
59,36,3.620812937975845e-05
53,41,3.618605496974301e-05
56,30,3.614035472190236e-05
8,42,3.611250946521459e-05
53,48,3.61037753667488e-05
48,81,3.599027956506216e-05
72,38,3.5968630789473096e-05
26,73,3.59668718006876e-05
49,77,3.578484706099316e-05
62,40,3.5544630133865386e-05
60,52,3.5514563852234494e-05
56,54,3.549728652539295e-05
29,37,3.546036092190147e-05
34,60,3.5423871832941035e-05
28,60,3.5274781518194704e-05
51,63,3.51983730513414e-05
23,65,3.512223739732567e-05
32,37,3.5074587905373476e-05
42,81,3.503898196578327e-05
50,49,3.499249548072555e-05
25,37,3.497902617855825e-05
21,61,3.497639294822352e-05
65,34,3.489117625201491e-05
49,33,3.484891115725079e-05
49,50,3.484550543791816e-05
29,62,3.4784598390847206e-05
33,51,3.47598596343331e-05
39,31,3.4681168074875715e-05
73,77,3.4655312119669946e-05
49,58,3.460859256136205e-05
62,70,3.446670291167406e-05
21,64,3.44360829922626e-05
32,62,3.440617699013145e-05
55,28,3.438290822932689e-05
63,39,3.431484024120764e-05
25,62,3.43124363681416e-05
63,47,3.425132853055055e-05
20,72,3.4221446542174415e-05
48,53,3.41895779379063e-05
63,27,3.417760640097292e-05
56,43,3.415051779989829e-05
23,36,3.4109963009959694e-05
27,76,3.410463795825695e-05
22,51,3.4095895864135355e-05
70,69,3.4089440659449134e-05
14,26,3.399797239502467e-05
55,30,3.388534661940235e-05
30,81,3.387486305420868e-05
13,26,3.387401401062768e-05
44,73,3.38207469367297e-05
73,33,3.374891867294336e-05
73,50,3.3745620453832256e-05
43,56,3.368851615059738e-05
47,56,3.358981622260939e-05
81,77,3.352017264952763e-05
73,58,3.351618564115228e-05
39,66,3.351561919204268e-05
45,60,3.3452658209715455e-05
21,29,3.3413946533015046e-05
51,44,3.337142926634834e-05
46,41,3.336765145311079e-05
58,56,3.336014518196182e-05
46,48,3.329178031665486e-05
42,53,3.328587661061063e-05
55,54,3.328240320873822e-05
64,45,3.327549975429807e-05
16,24,3.29899683478134e-05
31,76,3.29395707627106e-05
43,55,3.2913216501396226e-05
76,35,3.2904613075808716e-05
60,38,3.2870772109077265e-05
19,69,3.2869932422961216e-05
54,56,3.286679806747827e-05
47,55,3.2816788030518524e-05
36,35,3.280434804918631e-05
66,81,3.268385739447318e-05
81,33,3.2643468243641444e-05
81,50,3.26402780581467e-05
58,55,3.2592402585604816e-05
53,59,3.250320501148601e-05
81,58,3.2418358414015725e-05
21,57,3.240153866046889e-05
33,73,3.229846739939737e-05
48,46,3.226689238783767e-05
30,53,3.218000205955804e-05
63,28,3.21734523143028e-05
50,42,3.2139655464654015e-05
54,55,3.2110409246487436e-05
69,40,3.207970933401301e-05
55,43,3.201966726077309e-05
63,30,3.170786416150423e-05
22,73,3.1681519793402694e-05
40,37,3.151136322478259e-05
42,46,3.141401162015011e-05
41,32,3.1382942467696596e-05
56,77,3.130427739616315e-05
77,39,3.1273426631923634e-05
77,47,3.121554412949783e-05
77,27,3.114835618415731e-05
63,54,3.114366607384278e-05
35,32,3.112511900707388e-05
69,70,3.110685937493658e-05
26,40,3.1103338475900225e-05
53,49,3.107468344675291e-05
52,32,3.107117254498048e-05
78,35,3.105806258033959e-05
66,53,3.104858598499263e-05
40,62,3.091085612287666e-05
49,81,3.087381891519376e-05
9,32,3.081742766730992e-05
15,37,3.078931932927449e-05
62,69,3.075308431649168e-05
27,61,3.0697525495531564e-05
71,45,3.069053683643742e-05
39,63,3.0668812087957676e-05
37,39,3.0576108032370864e-05
72,41,3.056582868537784e-05
12,39,3.0552980208804764e-05
37,47,3.051951616387543e-05
12,47,3.0496431146501297e-05
72,48,3.0496328314267348e-05
56,33,3.0485528692114153e-05
56,50,3.0482549398041987e-05
37,27,3.0453826340390982e-05
12,27,3.043079101091846e-05
30,46,3.037032704474914e-05
11,51,3.0284005081454453e-05
56,58,3.0275300044878775e-05
48,65,3.0249842824321535e-05
27,64,3.0223314827977803e-05
15,62,3.020257210452929e-05
26,70,3.016009796058366e-05
46,59,2.997164561981461e-05
63,43,2.996207391367875e-05
