BYU,OU,probability
77,49,0.00023076081976301907
59,31,0.0002305521674567933
3,76,0.00022958554606872692
81,56,0.00022920406311746175
24,30,0.0002287147233269867
18,45,0.00022823449274981698
66,34,0.00022604505737195733
45,37,0.00022588074363768642
37,49,0.00022561543503870686
20,39,0.00022545910498883244
12,49,0.00022544477911448527
19,41,0.00022543504767545672
20,47,0.00022504181342225646
19,48,0.00022492245501402333
24,54,0.00022464505755373135
20,27,0.00022455743624796078
69,38,0.0002240038380326391
81,55,0.00022392921429550505
14,46,0.00022297480643290951
59,66,0.00022280387533947355
13,46,0.00022216182863395409
45,62,0.0002215761697679166
10,76,0.00022117810037412737
44,52,0.0002206526509196764
41,63,0.0002194340923946776
7,61,0.0002187783005115074
35,63,0.0002176313533067786
52,63,0.00021725415180760263
23,31,0.00021719227252357207
26,38,0.00021718610732057822
24,43,0.00021612201347164672
27,40,0.000215653056182294
9,63,0.00021547993076415678
7,64,0.00021539864686656
56,56,0.00021405222601852627
49,34,0.0002135266374389615
48,35,0.0002130784983536375
21,69,0.00021258956704282291
77,42,0.0002119475373229591
20,28,0.0002113895245379206
62,41,0.00021091686285952736
33,52,0.00021072102475004934
62,48,0.0002104372815469091
70,59,0.00021000394251708166
23,66,0.00020989297366335842
56,55,0.00020912607803976033
27,70,0.0002091131569364112
14,65,0.00020903633257603077
7,29,0.00020900515518272448
20,30,0.0002083304664894057
31,40,0.00020828601414874925
13,65,0.00020827417518130955
41,44,0.00020804453894198552
42,35,0.00020744639250752062
37,42,0.00020722164138439774
12,42,0.00020706489855905382
73,34,0.00020678675121059577
22,52,0.00020669594733245295
3,61,0.00020664955196054166
35,44,0.00020633536960425075
52,44,0.0002059777464513127
17,32,0.0002058696368351058
20,54,0.00020462351069458297
9,44,0.00020429561495143177
44,38,0.00020422672326266277
59,63,0.00020387897792075978
3,64,0.000203457261363726
14,36,0.00020301159892646714
7,57,0.0002026725160764564
6,32,0.0002025060248114583
19,59,0.0002024913071484656
13,36,0.00020227140802553986
31,70,0.0002019695279789085
29,45,0.00020090542228296438
70,49,0.00020077423238669273
55,56,0.0002006962557259211
30,35,0.0002005542896236025
81,34,0.00020001342300073627
16,37,0.00019999164812360207
10,61,0.00019908202466768025
32,45,0.00019871977361002427
25,45,0.00019817835585282244
24,77,0.00019810954260710765
3,29,0.00019741821549473882
38,51,0.00019713477639561993
20,43,0.00019686008504492803
16,62,0.00019618043868263303
55,55,0.00019607747893074507
10,64,0.00019600663607229144
33,38,0.0001950344318451851
19,49,0.00019359177866103315
66,35,0.00019350300520530971
59,44,0.0001932968004133004
24,33,0.00019292808036740778
24,50,0.0001929092258646042
23,63,0.00019206472453871625
24,58,0.00019159764553194927
3,57,0.00019143664862554524
22,38,0.00019130899111991824
69,41,0.00019035650754258446
10,29,0.0001901887406679572
69,48,0.00018992367622452385
62,59,0.00018945071629485183
63,56,0.0001877994546066196
48,31,0.00018706188994085924
56,34,0.00018679127169291007
27,69,0.00018658223745489266
17,24,0.00018589819361000223
7,78,0.0001853078111925829
26,41,0.00018456285945551632
10,57,0.00018442621937668653
70,42,0.0001844056723145968
26,48,0.00018414320169464206
11,52,0.00018358752455941034
63,55,0.00018347748178282997
38,73,0.00018317539874103639
6,24,0.00018286088607493437
49,35,0.00018278677055006236
42,31,0.00018211745691705858
23,44,0.0001820957565327067
62,49,0.00018112432406412594
48,66,0.00018077519923971315
20,77,0.00018045298014477104
31,69,0.0001802082995642045
40,45,0.00017853184713291257
19,42,0.00017780878389717395
18,52,0.0001771107899352908
73,35,0.00017701717640324318
30,31,0.00017606687086030472
42,66,0.00017599693646642688
20,33,0.00017573331702124467
20,50,0.00017571614293071235
55,34,0.00017513627177979292
3,78,0.00017503461754755567
20,58,0.00017452145752276993
15,45,0.00017444101077472148
44,41,0.00017355008792966243
34,51,0.00017347104515655812
44,48,0.0001731554709329657
28,51,0.00017274094843410678
41,37,0.0001717934069338898
81,35,0.0001712189546721968
77,56,0.0001711543001183064
69,59,0.00017098289921630122
24,81,0.00017092145548082584
35,37,0.00017038205518656862
30,66,0.00017014969574693814
52,37,0.0001700867467869629
11,38,0.000169920816343696
66,31,0.00016987653912815947
21,39,0.0001696849960562385
21,47,0.00016937093414318223
21,27,0.00016900638227061908
9,37,0.00016869772161598286
10,78,0.00016862483231976284
41,62,0.00016851956694834187
37,56,0.00016733799056353244
77,55,0.0001672153949956289
12,56,0.00016721141580399923
35,62,0.00016713511110969683
17,60,0.00016690008380155043
52,62,0.00016684543035590097
62,42,0.00016635776590714444
26,59,0.00016577890193901203
33,41,0.00016573855886876408
9,62,0.00016548287561953684
48,63,0.00016542020554291816
33,48,0.00016536170367313814
6,60,0.0001641731778952058
66,66,0.00016416740586099575
18,38,0.000163926225822292
63,34,0.00016388196283541236
45,51,0.00016381799285723815
37,55,0.0001634869130983817
14,32,0.0001634845698671647
69,49,0.00016346817078737372
12,55,0.00016336325130082715
13,32,0.0001628884965802314
22,41,0.0001625727118379852
24,53,0.00016236974244276015
22,48,0.00016220305512357113
34,73,0.00016118732801770065
7,72,0.00016110286068579926
42,63,0.000161047807042353
28,73,0.00016050893042241204
49,31,0.00016046874283172905
56,35,0.00015990029969654903
59,37,0.00015961541726255548
21,28,0.00015909595063514468
26,49,0.00015849289010374945
38,40,0.00015840594809225311
48,44,0.00015683420027534254
21,30,0.00015679364284888888
59,62,0.000156573651314313
51,45,0.00015612537203371738
29,52,0.00015590333263878461
44,59,0.00015588695956096654
30,63,0.00015569722927646077
20,81,0.0001556880380737917
73,31,0.0001554036086505012
49,66,0.00015507578249275366
32,52,0.00015420726138188758
21,54,0.00015400371436293883
25,52,0.0001537871192486469
38,70,0.00015360212588443718
24,46,0.000153238715492675
42,44,0.0001526887476695342
45,73,0.00015221782128567942
3,72,0.0001521715540455571
23,37,0.00015036612141826618
81,31,0.0001503133422759673
66,63,0.00015022307338167078
73,66,0.000150180875031502
69,42,0.0001501410692883364
55,35,0.00014992318480150965
77,34,0.00014935667789804446
44,49,0.00014903570032930542
27,39,0.000148926434477004
70,56,0.00014891337819489562
33,59,0.00014887045193857283
27,47,0.0001486507936012427
27,27,0.00014833083949908536
21,43,0.00014816080617429037
20,53,0.0001478984985960175
14,24,0.00014762490811482128
30,44,0.00014761588742147328
23,62,0.00014750061784885206
13,24,0.00014708665998360788
10,72,0.0001465990164933984
22,59,0.0001460268102328812
37,34,0.00014602640038507744
12,34,0.00014591594575100425
26,42,0.00014557140928510198
70,55,0.00014548632045926382
81,66,0.00014526168000823724
16,51,0.00014504215745088158
11,41,0.0001443972274852625
29,38,0.0001442975039630882
11,48,0.00014406889806220475
31,39,0.00014383887707289928
24,65,0.00014365954435703818
19,56,0.00014358618338855965
31,47,0.0001435726525158948
31,27,0.00014326362854086446
32,38,0.00014272769243455074
66,44,0.00014242586326980339
25,38,0.0001423388267181467
33,49,0.0001423275694483488
49,63,0.00014190368990086964
56,31,0.00014037668039927617
63,35,0.00014028907632966122
19,55,0.00014028172447105673
27,28,0.00013963280913751973
22,49,0.00013960890629469594
20,46,0.00013958127670331516
24,36,0.00013951906561679802
34,40,0.00013939116109799277
18,41,0.00013930307675184475
18,48,0.0001389863303737
28,40,0.00013880449817816956
40,52,0.0001385413575895271
27,30,0.00013761215617677074
73,63,0.00013742455447875843
38,69,0.00013705224838655828
44,42,0.0001368852376691936
39,45,0.0001360341198179921
21,77,0.00013581249347068353
56,66,0.00013565896493300512
15,52,0.0001353668538141953
34,70,0.00013516398173181256
27,54,0.00013516353601874178
31,28,0.00013486273635307243
16,73,0.0001347715279419148
28,70,0.00013459510996438414
49,44,0.0001345382908253548
62,56,0.0001343391263362325
81,63,0.00013292319447320188
31,30,0.00013291111202359154
14,60,0.00013253818693499222
21,33,0.00013226038135464362
21,50,0.00013224745579333444
13,60,0.00013205494577777038
45,40,0.0001316345342388677
55,31,0.0001316177582985315
21,58,0.00013134831184993419
62,55,0.00013124747703185602
20,65,0.0001308558515875216
33,42,0.00013072400188523798
31,54,0.00013054614051839287
73,44,0.00013029164139370775
27,43,0.0001300354250853302
70,34,0.00012994828319470202
11,59,0.00012970114293940122
48,37,0.0001295063149750176
40,38,0.00012822799716632316
22,42,0.00012822698371369942
77,35,0.00012785489033364042
45,70,0.000127642582506576
55,66,0.0001271944086923521
20,36,0.00012708439404908196
48,62,0.00012703833346214537
42,37,0.00012608319495438885
81,44,0.00012602392092808597
31,43,0.00012559321378810792
19,34,0.00012529954157243438
15,38,0.0001252898112831317
18,59,0.00012512545139783544
37,35,0.00012500404849520824
12,35,0.000124909495206229
41,51,0.00012459163475731161
56,63,0.00012413613126875976
11,49,0.0001240007549440023
42,62,0.00012368044730234329
35,51,0.00012356806450188266
52,51,0.00012335389472132408
63,31,0.00012315996198138167
29,41,0.00012262276014004465
9,51,0.00012234651661607434
