homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
PHX,Phoenix Suns,23 - 18,0.5609756097560976,0.6551724137931034,115.06595728585668,113.45135252765073,1.6146047582059566,0.048462859539716,-0.03285685253446754,28.0,11.0,11.0,13.0,1.2382754188525067,11.0
DAL,Dallas Mavericks,24 - 18,0.5714285714285714,0.5862068965517241,118.22225637487965,117.1771782458422,1.0450781290374493,0.0340964439482509,-0.009915150295869838,19.0,13.0,13.0,14.0,0.7973096984900887,12.0
ORL,Orlando Magic,22 - 20,0.5238095238095238,0.6206896551724138,111.79715956060318,110.59848427731636,1.1986752832868177,0.0097960171454938,0.000543192114354074,11.0,12.0,12.0,17.0,0.7480070370099938,13.0
SAC,Sacramento Kings,23 - 18,0.5609756097560976,0.5172413793103449,116.81652051378775,116.09446457329886,0.722055940488886,0.0513663543048904,0.004371830217162523,7.0,15.0,14.0,11.0,0.6477757683992676,14.0
IND,Indiana Pacers,24 - 19,0.5581395348837209,0.5517241379310345,123.68765515447598,123.07191307413572,0.6157420803402545,0.0136128481627792,-0.02169991443724962,26.0,14.0,15.0,15.0,0.44704570553074163,15.0
MIA,Miami Heat,24 - 18,0.5714285714285714,0.41379310344827586,111.23969344169666,110.94181484870491,0.2978785929917507,0.0523985751782561,-0.0393470086697852,30.0,18.0,17.0,9.0,0.23941463182808448,16.0
GS,Golden State Warriors,18 - 22,0.45,0.4482758620689655,117.0847757325933,117.17803697639553,-0.09326124380223177,0.0133958213496111,0.01839166686748852,2.0,17.0,18.0,16.0,-0.021600015352384067,17.0
HOU,Houston Rockets,19 - 21,0.475,0.4827586206896552,111.64620898523584,111.32991781171668,0.31629117351916136,-0.018551009152435,0.007022441148539259,5.0,16.0,16.0,19.0,-0.08539338345846557,18.0
UTAH,Utah Jazz,22 - 21,0.5116279069767442,0.3793103448275862,116.61527183096403,117.29543950772869,-0.6801676767646541,-0.0173690025265238,0.005866370835602914,6.0,19.0,19.0,18.0,-0.5940529189129532,19.0
LAL,Los Angeles Lakers,22 - 22,0.5,0.3448275862068966,113.96383604632769,115.06991689626058,-1.1060808499328942,-0.0269554398267409,0.011080378689809827,4.0,20.0,20.0,20.0,-0.8583812421923934,20.0
BKN,Brooklyn Nets,17 - 24,0.4146341463414634,0.3103448275862069,113.7515004629656,114.8883181966804,-1.1368177337148069,-0.0504491276833033,-0.016496311149507243,23.0,21.0,21.0,22.0,-1.1615397153085683,21.0
TOR,Toronto Raptors,16 - 26,0.3809523809523809,0.27586206896551724,113.61891665405709,115.3348959219362,-1.7159792678791064,-0.0682196163392341,-0.009850650654029536,18.0,22.0,22.0,23.0,-1.5171246495801172,22.0
ATL,Atlanta Hawks,18 - 23,0.4390243902439024,0.20689655172413793,119.45245283607613,121.98341343648327,-2.530960600407141,-0.0461221246849539,-0.01974796201922207,25.0,24.0,23.0,21.0,-1.7160861552525795,23.0
CHI,Chicago Bulls,20 - 23,0.4651162790697674,0.2413793103448276,108.58922439859766,111.78341639419554,-3.194191995597876,-0.1059075606501961,-0.012394235962641633,20.0,23.0,24.0,24.0,-2.188081423027767,24.0
MEM,Memphis Grizzlies,15 - 26,0.3658536585365853,0.13793103448275862,107.20898647078312,112.65704378102215,-5.448057310239037,-0.1176538077535364,0.019397708516961265,1.0,26.0,25.0,25.0,-3.0209247757589477,25.0
POR,Portland Trail Blazers,12 - 29,0.2926829268292683,0.1724137931034483,106.6410725257332,115.55337520998262,-8.912302684249426,-0.1826616779547156,0.002471640789306836,10.0,25.0,27.0,26.0,-4.030461624476438,26.0
SA,San Antonio Spurs,7 - 34,0.1707317073170731,0.10344827586206896,111.68766322086584,120.56538421174008,-8.877720990874238,-0.2016486399410498,0.003872269151322338,8.0,27.0,26.0,27.0,-4.400493430502575,27.0
WSH,Washington Wizards,7 - 33,0.175,0.06896551724137931,115.01180421037259,125.14512181413834,-10.133317603765747,-0.2415634185529901,-0.016226930340706214,22.0,28.0,29.0,28.0,-5.049415055537235,28.0
DET,Detroit Pistons,4 - 37,0.0975609756097561,0.0,111.49860442706738,121.20547853982784,-9.70687411276046,-0.247380681203062,-0.005622400768803667,15.0,30.0,28.0,29.0,-5.246842226510757,29.0
CHA,Charlotte Hornets,9 - 30,0.2307692307692307,0.034482758620689655,108.03986887963359,118.88282587666167,-10.842956997028082,-0.2827502840029601,-0.0068466157823909995,17.0,29.0,30.0,30.0,-5.611493872648486,30.0
