homeTeamAbbrev,teamName,observedRecord,observedWinPercent,win,pointsForAvg,pointsAgainstAvg,movAvg,observedDominance,scheduleStrength,scheduleStrengthRank,winRank,movRank,dominanceRank,ovr,ovrRank
BOS,Boston Celtics,33 - 10,0.7674418604651163,1.0,119.47169743916709,108.63240845735734,10.839288981809744,0.2093524301477908,-0.005988647747575656,16.0,1.0,1.0,1.0,5.217115225266189,1.0
MIN,Minnesota Timberwolves,30 - 12,0.7142857142857143,0.9655172413793104,113.29723931687336,106.40615955433734,6.891079762536023,0.1594658392068971,0.014571832531326948,3.0,2.0,4.0,2.0,4.032248805774901,2.0
OKC,Oklahoma City Thunder,29 - 13,0.6904761904761905,0.896551724137931,121.12319464100547,112.79445183832992,8.32874280267555,0.1267373593686286,0.006840084515964219,5.0,3.5,2.0,4.0,3.79615799016527,3.0
LAC,LA Clippers,27 - 14,0.6585365853658537,0.8620689655172413,118.23062551552884,111.09528544935107,7.1353400661777755,0.1215575211102975,-0.0034401919204446172,13.0,5.5,3.0,5.0,3.43624614280494,4.0
NO,New Orleans Pelicans,25 - 18,0.5813953488372093,0.896551724137931,116.82524816390853,111.97035652565394,4.8548916382545855,0.1462847841967551,-0.004821602662319787,15.0,3.5,7.0,3.0,3.350734357756335,5.0
PHI,Philadelphia 76ers,28 - 13,0.6829268292682927,0.7586206896551724,118.05350489763819,112.02189621776685,6.03160867987134,0.1159001767093839,-0.03179610569825293,27.0,8.0,5.0,6.0,2.8606570925765027,6.0
DEN,Denver Nuggets,30 - 14,0.6818181818181818,0.7931034482758621,116.16203622554961,111.24264071409323,4.919395511456386,0.104993355019027,-0.007009161656811654,17.0,7.0,6.0,7.0,2.697251437589377,7.0
MIL,Milwaukee Bucks,29 - 13,0.6904761904761905,0.8620689655172413,123.08921482490145,119.78655185832521,3.3026629665762357,0.0510474925847811,-0.0381855001747126,30.0,5.5,10.0,10.0,2.223396718445865,8.0
CLE,Cleveland Cavaliers,25 - 15,0.625,0.7241379310344828,113.32082965990088,109.20752424598457,4.113305413916308,0.0670374197620087,-0.017101843457793996,25.0,9.0,9.0,8.0,2.0335841077238603,9.0
NY,New York Knicks,26 - 17,0.6046511627906976,0.6896551724137931,114.07662522852107,109.90636157835416,4.170263650166902,0.0582852943387846,-0.01641931184894245,23.0,10.0,8.0,9.0,1.8611323867903726,10.0
PHX,Phoenix Suns,24 - 18,0.5714285714285714,0.6551724137931034,115.01222011774693,113.32935970182811,1.6828604159188245,0.0497461078323868,-0.03281869286060483,28.0,11.0,11.0,12.0,1.2519318148175236,11.0
ORL,Orlando Magic,23 - 20,0.5348837209302325,0.6206896551724138,111.70924033697095,110.0836455847516,1.6255947522193566,0.021715618796629,0.0020592777000511607,9.0,12.0,12.0,15.0,0.9087530016245715,12.0
DAL,Dallas Mavericks,24 - 18,0.5714285714285714,0.5862068965517241,118.1867976211756,117.12806234585587,1.0587352753197337,0.0327440343503325,-0.011211782360330122,19.0,13.0,13.0,14.0,0.7837914579655967,13.0
SAC,Sacramento Kings,23 - 18,0.5609756097560976,0.5172413793103449,116.78155227882779,116.02484725546746,0.7567050233603254,0.0504370486048177,0.00370950673656,8.0,15.0,14.0,11.0,0.6429857536062249,14.0
IND,Indiana Pacers,24 - 20,0.5454545454545454,0.5517241379310345,123.39788637758751,122.73682204821479,0.6610643293727207,0.009767219411651,-0.019818140050287383,26.0,14.0,15.0,17.0,0.4215529838913059,15.0
MIA,Miami Heat,24 - 19,0.5581395348837209,0.41379310344827586,110.62913179815929,110.62395805926556,0.0051737388937311835,0.0433022329972274,-0.036059698758671765,29.0,18.0,17.0,13.0,0.11650813589407866,16.0
GS,Golden State Warriors,18 - 22,0.45,0.4482758620689655,117.07020570769288,117.12794785631075,-0.05774214861787641,0.0122229229917021,0.017993251482519353,1.0,17.0,18.0,16.0,-0.02414448981323447,17.0
HOU,Houston Rockets,20 - 22,0.4761904761904761,0.4827586206896552,111.73392216294538,111.59105435884207,0.1428678041033038,-0.0218168990341813,0.01128169990973783,4.0,16.0,16.0,19.0,-0.14258465417630964,18.0
UTAH,Utah Jazz,22 - 22,0.5,0.3793103448275862,116.56259061309001,117.25497882279882,-0.6923882097088097,-0.0215020062967283,0.004467792895018619,7.0,19.0,20.0,18.0,-0.6251206411936743,19.0
LAL,Los Angeles Lakers,23 - 22,0.5111111111111111,0.3448275862068966,114.32020230133392,115.00034189996597,-0.6801395986320529,-0.0233476528722456,0.005916193875223592,6.0,20.0,19.0,20.0,-0.7511642475198381,20.0
BKN,Brooklyn Nets,17 - 25,0.4047619047619047,0.3103448275862069,113.81661069840717,115.19426631903806,-1.3776556206308896,-0.0356284613582829,-0.013163983858550584,20.0,21.0,21.0,21.0,-1.0812660202641833,21.0
TOR,Toronto Raptors,16 - 27,0.3720930232558139,0.27586206896551724,113.3311118318957,115.6297096739903,-2.2985978420946083,-0.0713164947481128,-0.007392985469719924,18.0,22.0,22.0,23.0,-1.6332609321076634,22.0
ATL,Atlanta Hawks,18 - 24,0.4285714285714285,0.20689655172413793,118.89368899491392,121.88453393700605,-2.9908449420921386,-0.057741390733628,-0.01613247456511208,22.0,24.0,24.0,22.0,-1.8735683107148122,23.0
CHI,Chicago Bulls,21 - 23,0.4772727272727273,0.2413793103448276,108.91887319063785,111.64514552011637,-2.726272329478519,-0.100316846968818,-0.014330645050083229,21.0,23.0,23.0,24.0,-2.0478634827237445,24.0
MEM,Memphis Grizzlies,15 - 27,0.3571428571428571,0.10344827586206896,106.96568655891053,113.20926979138069,-6.243583232470158,-0.1268171076208469,0.014583225327894715,2.0,27.0,25.0,25.0,-3.3163318461162223,25.0
POR,Portland Trail Blazers,12 - 30,0.2857142857142857,0.1724137931034483,106.71303230000554,116.16743749741921,-9.454405197413678,-0.1876950928205944,0.0019890612049712764,10.0,25.0,27.0,26.0,-4.119175963918746,26.0
SA,San Antonio Spurs,8 - 34,0.1904761904761904,0.13793103448275862,111.91525353317584,120.99655502350394,-9.081301490328102,-0.2023818870686969,-0.0032927507449564733,11.0,26.0,26.0,27.0,-4.283650776132719,27.0
